product_id,product_type,timestamp,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_probability_pct,anomaly_score_pct,health_score,risk_tier
L56058,L,2026-01-07 03:59:00,298.1,309.2,1802.0,26.9,83.0,0.347818030979226,20.719646861866835,82.4,NORMAL
L56059,L,2026-01-07 04:00:00,298.0,309.2,1527.0,39.5,85.0,0.19545851185145685,5.769076511984994,95.1,NORMAL
L56060,L,2026-01-07 04:01:00,298.0,309.2,1458.0,39.8,87.0,0.2297250023486679,8.804149032506746,92.5,NORMAL
L56062,L,2026-01-07 04:03:00,298.0,309.2,1378.0,49.7,94.0,0.19610090697385255,11.864241403423229,89.9,NORMAL
L56064,L,2026-01-07 04:05:00,298.0,309.2,1527.0,32.4,99.0,0.29972566586313754,10.864606732921517,90.8,NORMAL
L56066,L,2026-01-07 04:07:00,297.9,309.0,1583.0,36.7,104.0,0.7266166365361675,11.877161726731215,89.9,NORMAL
L56067,L,2026-01-07 04:08:00,297.8,308.9,1530.0,37.6,106.0,0.25408912963393904,14.917859184600538,87.3,NORMAL
L56070,L,2026-01-07 04:11:00,297.7,308.8,1616.0,34.2,114.0,0.27260373400555604,35.9540153431298,69.4,WATCH
L56072,L,2026-01-07 04:13:00,297.6,308.8,1475.0,43.0,119.0,0.42302433584533633,22.567356382253145,80.8,NORMAL
L56073,L,2026-01-07 04:14:00,297.5,308.7,1371.0,46.5,121.0,0.0496876127228745,27.26745662948223,76.8,NORMAL
L56076,L,2026-01-07 04:17:00,297.4,308.7,1638.0,31.9,131.0,0.44860945613353603,34.787479192521516,70.4,WATCH
L56078,L,2026-01-07 04:19:00,297.4,308.6,1532.0,38.7,136.0,0.5974347007243062,30.121353743884384,74.4,WATCH
L56081,L,2026-01-07 04:22:00,297.3,308.6,1446.0,50.1,144.0,0.281975545424002,29.925532116956173,74.6,WATCH
L56084,L,2026-01-07 04:25:00,297.4,308.7,1584.0,38.2,154.0,2.1233481028446954,16.899410979945724,85.6,NORMAL
L56085,L,2026-01-07 04:26:00,297.3,308.6,1385.0,55.2,156.0,1.912720717497811,35.45612081203056,69.9,WATCH
L56086,L,2026-01-07 04:27:00,297.3,308.7,1592.0,34.4,158.0,2.607407369123467,12.221122836251618,89.6,NORMAL
L56088,L,2026-01-07 04:29:00,297.2,308.5,1518.0,44.3,163.0,0.7352944679912854,19.695432756066893,83.3,NORMAL
L56089,L,2026-01-07 04:30:00,297.1,308.4,1529.0,40.4,165.0,0.615537205702554,19.750105620642724,83.2,NORMAL
L56090,L,2026-01-07 04:31:00,297.1,308.4,1550.0,37.0,167.0,0.7654634184233158,17.06958802393163,85.5,NORMAL
L56091,L,2026-01-07 04:32:00,297.1,308.3,1773.0,23.8,169.0,0.3786658206116553,41.61174707216954,64.6,WATCH
L56092,L,2026-01-07 04:33:00,297.2,308.5,1446.0,43.7,171.0,0.5502136098351035,6.2619121322463025,94.7,NORMAL
L56095,L,2026-01-07 04:36:00,297.1,308.3,1403.0,54.1,179.0,2.0480030088774543,52.77151448153584,55.1,WATCH
L56096,L,2026-01-07 04:37:00,297.1,308.2,2267.0,15.7,181.0,0.4093130413223667,77.61234401799815,34.0,WARNING
L56098,L,2026-01-07 04:39:00,297.1,308.2,1402.0,51.2,186.0,0.8466032503266676,57.576299484890605,51.1,WATCH
L56099,L,2026-01-07 04:40:00,297.2,308.3,1693.0,28.0,188.0,1.620837665224649,43.986628332473884,62.6,WATCH
L56100,L,2026-01-07 04:41:00,297.1,308.3,1496.0,45.8,190.0,0.7558206739576194,31.16034412103169,73.5,WATCH
L56101,L,2026-01-07 04:42:00,297.1,308.1,1633.0,33.3,192.0,0.5612116169381305,20.971129436944384,82.2,NORMAL
L56102,L,2026-01-07 04:43:00,297.1,308.2,1399.0,42.6,194.0,2.6288003136820146,25.91612750733838,78.0,NORMAL
L56108,L,2026-01-07 04:49:00,297.4,308.4,1531.0,41.5,213.0,8.607180511555175,40.439263855227665,65.6,WATCH
L56110,L,2026-01-07 04:51:00,297.4,308.4,1571.0,39.4,0.0,0.2706827861114618,32.540674894898764,72.3,WATCH
L56111,L,2026-01-07 04:52:00,297.4,308.4,1434.0,39.9,2.0,0.540258139126931,22.449179561633244,80.9,NORMAL
L56112,L,2026-01-07 04:53:00,297.4,308.4,1474.0,43.6,4.0,0.09100251010118073,22.871562160973692,80.6,NORMAL
L56114,L,2026-01-07 04:55:00,297.3,308.2,1601.0,35.7,9.0,0.28502176110628197,26.272852121052836,77.7,NORMAL
L56115,L,2026-01-07 04:56:00,297.4,308.3,1801.0,26.9,11.0,0.293865258075544,32.270072513674634,72.6,WATCH
L56116,L,2026-01-07 04:57:00,297.4,308.3,1465.0,42.0,13.0,0.15377810826378419,14.759766155575809,87.5,NORMAL
L56122,L,2026-01-07 05:03:00,297.3,308.3,2188.0,17.0,32.0,1.2639512510931052,98.25792765139069,16.5,CRITICAL
L56124,L,2026-01-07 05:05:00,297.3,308.3,1471.0,38.2,37.0,0.22124428812645308,27.135155701635867,76.9,NORMAL
L56125,L,2026-01-07 05:06:00,297.4,308.2,1639.0,33.8,39.0,0.05813290743631827,30.0983337073093,74.4,WATCH
L56129,L,2026-01-07 05:10:00,297.4,308.3,1284.0,60.3,50.0,0.5321384589874617,62.0160777451234,47.3,WARNING
L56130,L,2026-01-07 05:11:00,297.4,308.2,1419.0,50.0,52.0,2.1093863563570143,21.51259317571657,81.7,NORMAL
L56131,L,2026-01-07 05:12:00,297.3,308.1,1763.0,28.4,54.0,0.3297877641362891,36.231108702064006,69.2,WATCH
L56133,L,2026-01-07 05:14:00,297.3,308.0,1518.0,36.0,59.0,0.15287309207065006,31.999112858074163,72.8,WATCH
L56134,L,2026-01-07 05:15:00,297.3,308.0,1447.0,49.0,61.0,0.24930548070314903,42.37488156902004,64.0,WATCH
L56136,L,2026-01-07 05:17:00,297.4,308.1,1348.0,57.4,66.0,0.7061150758941666,42.57999945102559,63.8,WATCH
L56137,L,2026-01-07 05:18:00,297.4,308.1,1348.0,53.7,68.0,0.45378498205890627,23.104749088010085,80.4,NORMAL
L56139,L,2026-01-07 05:20:00,297.3,308.0,1420.0,46.5,73.0,2.4506361910990053,8.253331820345542,93.0,NORMAL
L56140,L,2026-01-07 05:21:00,297.3,307.9,1797.0,24.7,75.0,0.24120391162584404,46.20059679861182,60.7,WATCH
L56142,L,2026-01-07 05:23:00,297.3,307.9,1628.0,30.2,80.0,0.29259144996890796,34.119473251493936,71.0,WATCH
L56145,L,2026-01-07 05:26:00,297.1,307.9,1496.0,44.7,88.0,0.2040138109118865,13.840352887521929,88.2,NORMAL
L56146,L,2026-01-07 05:27:00,297.1,307.8,1636.0,30.3,90.0,0.14549662788274179,18.124050568400126,84.6,NORMAL
L56147,L,2026-01-07 05:28:00,297.1,307.8,1536.0,40.4,92.0,0.15657710708259798,3.943175030737242,96.6,NORMAL
L56148,L,2026-01-07 05:29:00,297.1,307.8,1454.0,50.6,94.0,0.1850026325974231,17.317343123003777,85.3,NORMAL
L56149,L,2026-01-07 05:30:00,297.0,307.8,1396.0,50.0,96.0,0.9090538228432069,17.02648866409024,85.5,NORMAL
L56150,L,2026-01-07 05:31:00,297.0,307.6,1575.0,37.4,98.0,0.14322024088449833,15.091186508861837,87.2,NORMAL
L56151,L,2026-01-07 05:32:00,296.9,307.6,1514.0,35.7,100.0,0.2849274982312333,17.640918061705623,85.0,NORMAL
L56153,L,2026-01-07 05:34:00,296.8,307.4,1549.0,48.3,105.0,0.6250362529080976,49.33181726310647,58.1,WATCH
L56154,L,2026-01-07 05:35:00,296.8,307.5,1474.0,42.4,107.0,0.23828145818778138,36.39483754705839,69.1,WATCH
L56156,L,2026-01-07 05:37:00,296.7,307.4,1535.0,34.6,114.0,1.3415611923534467,40.99988319911219,65.2,WATCH
L56158,L,2026-01-07 05:39:00,296.9,307.6,1435.0,45.0,119.0,13.036355031918792,46.011962896630735,60.9,WATCH
L56160,L,2026-01-07 05:41:00,297.0,307.6,1513.0,42.4,124.0,1.5968302009252386,30.215901013659145,74.3,WATCH
L56161,L,2026-01-07 05:42:00,297.0,307.7,1502.0,39.4,126.0,2.993580955147737,43.089332981610696,63.4,WATCH
L56162,L,2026-01-07 05:43:00,297.0,307.7,1315.0,60.1,128.0,2.071521540392287,70.13323649738565,40.4,WARNING
L56164,L,2026-01-07 05:45:00,297.1,307.8,1406.0,60.4,133.0,28.583581547609345,69.58010892170728,40.9,WARNING
L56165,L,2026-01-07 05:46:00,297.1,307.8,1584.0,42.3,135.0,0.4842382541475004,34.04960317530007,71.1,WATCH
L56167,L,2026-01-07 05:48:00,297.2,307.9,1580.0,35.8,140.0,0.376828082261738,46.63908462579756,60.4,WATCH
L56168,L,2026-01-07 05:49:00,297.2,307.9,1825.0,24.6,142.0,0.32490952549199764,52.2733975572113,55.6,WATCH
L56169,L,2026-01-07 05:50:00,297.2,307.9,1469.0,48.2,144.0,0.7240095016570735,30.178463990898898,74.3,WATCH
L56170,L,2026-01-07 05:51:00,297.2,307.9,1493.0,38.4,146.0,0.9452606878633791,24.728192415042724,79.0,NORMAL
L56175,L,2026-01-07 05:56:00,297.2,308.0,1474.0,43.7,162.0,0.6395350664209161,10.088203737110963,91.4,NORMAL
L56176,L,2026-01-07 05:57:00,297.2,307.9,1540.0,37.1,164.0,0.5486758825135398,10.579649578635422,91.0,NORMAL
L56178,L,2026-01-07 05:59:00,297.1,308.0,1467.0,42.8,169.0,0.49054970810783205,12.190563898586532,89.6,NORMAL
L56179,L,2026-01-07 06:00:00,297.1,307.9,1492.0,39.4,171.0,0.28628848264531054,22.74785823089967,80.7,NORMAL
L56180,L,2026-01-07 06:01:00,297.0,307.9,1493.0,46.1,173.0,0.4909410691876657,27.060391662692528,77.0,NORMAL
L56181,L,2026-01-07 06:02:00,297.0,307.8,1500.0,39.9,175.0,0.4524630423205718,21.762883910148393,81.5,NORMAL
L56182,L,2026-01-07 06:03:00,297.1,307.8,1477.0,36.6,177.0,0.5717041810740219,17.189926279840435,85.4,NORMAL
L56183,L,2026-01-07 06:04:00,297.1,307.9,1342.0,49.1,179.0,0.40175203863503123,33.30532598449792,71.7,WATCH
L56185,L,2026-01-07 06:06:00,297.2,307.9,1337.0,58.1,184.0,5.336238448401249,49.408478369097445,58.0,WATCH
L56186,L,2026-01-07 06:07:00,297.3,307.9,1417.0,41.8,186.0,1.3028275130740152,19.607337430162325,83.3,NORMAL
L56187,L,2026-01-07 06:08:00,297.4,308.0,1383.0,46.2,188.0,1.7500504501083758,29.840548799270234,74.6,WATCH
L56189,L,2026-01-07 06:10:00,297.3,307.9,1579.0,34.4,193.0,2.253502796851239,35.143983070593244,70.1,WATCH
L56190,L,2026-01-07 06:11:00,297.2,307.9,1441.0,40.0,195.0,1.9517951008783045,45.37718126043625,61.4,WATCH
L56192,L,2026-01-07 06:13:00,297.2,308.0,1705.0,26.0,200.0,2.8765202523701032,41.22197054334944,65.0,WATCH
L56195,L,2026-01-07 06:16:00,297.2,308.1,1431.0,49.7,210.0,17.69859712707402,48.96522259413023,58.4,WATCH
L56196,L,2026-01-07 06:17:00,297.3,308.2,1396.0,52.7,212.0,95.84254329866239,72.87035409471125,4.2,CRITICAL
L56198,L,2026-01-07 06:19:00,297.3,308.1,1615.0,35.4,217.0,12.471220304960024,40.729521452328186,65.4,WATCH
L56199,L,2026-01-07 06:20:00,297.2,308.1,1662.0,31.3,0.0,0.11583547668048133,54.06492669391015,54.0,WATCH
L56200,L,2026-01-07 06:21:00,297.3,308.2,1553.0,33.5,2.0,0.10445468484484477,30.518246912541464,74.1,WATCH
L56202,L,2026-01-07 06:23:00,297.4,308.3,1548.0,46.6,7.0,0.29980415077933276,30.78628985144023,73.8,WATCH
L56203,L,2026-01-07 06:24:00,297.4,308.3,1706.0,30.9,9.0,0.3023576932751826,31.117791328601253,73.5,WATCH
L56204,L,2026-01-07 06:25:00,297.4,308.3,1366.0,45.5,11.0,0.14074934865098657,27.52648063755121,76.6,NORMAL
L56205,L,2026-01-07 06:26:00,297.5,308.4,1440.0,35.9,13.0,0.6816095356675423,24.49549508722482,79.2,NORMAL
L56208,L,2026-01-07 06:29:00,297.4,308.3,1395.0,48.7,21.0,0.5112825489413507,20.049044768294838,83.0,NORMAL
L56209,L,2026-01-07 06:30:00,297.4,308.3,1483.0,38.8,23.0,0.21305102059487904,12.997696234807007,89.0,NORMAL
L56212,L,2026-01-07 06:33:00,297.4,308.3,1723.0,28.8,33.0,1.104380329299837,31.624632130046994,73.1,WATCH
L56213,L,2026-01-07 06:34:00,297.4,308.2,1386.0,41.0,35.0,0.45926110023408334,18.727042301642655,84.1,NORMAL
L56216,L,2026-01-07 06:37:00,297.3,308.3,1519.0,37.7,45.0,0.26922876707707216,12.840742513458862,89.1,NORMAL
L56217,L,2026-01-07 06:38:00,297.3,308.2,1896.0,24.4,47.0,0.315159899273376,44.55050850410264,62.1,WATCH
L56218,L,2026-01-07 06:39:00,297.3,308.3,2358.0,14.9,49.0,0.21321305755126882,99.99999465438661,15.0,CRITICAL
L56220,L,2026-01-07 06:41:00,297.3,308.3,1550.0,37.0,54.0,0.3620634910353962,39.32025310308552,66.6,WATCH
L56221,L,2026-01-07 06:42:00,297.3,308.3,1309.0,61.5,56.0,0.9564692733728621,67.69567748831258,42.5,WARNING
L56223,L,2026-01-07 06:44:00,297.4,308.4,1343.0,40.0,61.0,0.25035478704788255,51.42171182200348,56.3,WATCH
L56224,L,2026-01-07 06:45:00,297.4,308.4,1378.0,39.9,63.0,0.08035323376133777,36.37524847248832,69.1,WATCH
L56225,L,2026-01-07 06:46:00,297.4,308.4,1603.0,34.6,65.0,0.46075577640988846,34.14064071213917,71.0,WATCH
L56226,L,2026-01-07 06:47:00,297.4,308.4,1664.0,28.1,67.0,0.5275242118405266,53.50287419808849,54.5,WATCH
L56227,L,2026-01-07 06:48:00,297.3,308.4,1488.0,37.4,69.0,0.45331416218295895,25.79256599179982,78.1,NORMAL
L56229,L,2026-01-07 06:50:00,297.3,308.5,1545.0,34.3,74.0,0.3140715876463985,26.280084308499983,77.7,NORMAL
L56231,L,2026-01-07 06:52:00,297.4,308.6,1820.0,24.6,79.0,0.44856506759189735,50.60086104136678,57.0,WATCH
L56236,L,2026-01-07 06:57:00,297.3,308.3,1430.0,41.9,95.0,0.3379339292388591,37.22948072734544,68.4,WATCH
L56239,L,2026-01-07 07:00:00,297.2,308.3,1805.0,25.6,103.0,0.2390549800372247,48.21268928787115,59.0,WATCH
L56242,L,2026-01-07 07:03:00,297.2,308.3,1576.0,35.3,113.0,0.45353665524822934,28.553735745517596,75.7,NORMAL
L56243,L,2026-01-07 07:04:00,297.2,308.3,1419.0,39.7,115.0,1.4421984606006304,39.30381106643235,66.6,WATCH
L56244,L,2026-01-07 07:05:00,297.2,308.4,1833.0,25.2,117.0,0.37383587895966025,66.1705948639069,43.8,WARNING
L56246,L,2026-01-07 07:07:00,297.2,308.3,1656.0,30.3,124.0,0.6150938694115261,57.02444709880996,51.5,WATCH
L56247,L,2026-01-07 07:08:00,297.1,308.2,1351.0,56.6,126.0,1.2898915756491367,65.7958300022451,44.1,WARNING
L56250,L,2026-01-07 07:11:00,297.1,308.2,1427.0,45.2,136.0,1.6409372314138377,50.20494519275387,57.3,WATCH
L56251,L,2026-01-07 07:12:00,297.0,308.1,1429.0,54.0,138.0,1.202123459462177,67.6581071670532,42.5,WARNING
L56253,L,2026-01-07 07:14:00,297.2,308.1,1689.0,31.2,145.0,1.1079723316795513,53.912839352044806,54.2,WATCH
L56255,L,2026-01-07 07:16:00,297.3,308.1,1506.0,36.0,150.0,0.5909356681800023,40.95831278615344,65.2,WATCH
L56256,L,2026-01-07 07:17:00,297.2,308.1,1474.0,44.3,152.0,0.6035720594588475,30.889160487111443,73.7,WATCH
L56257,L,2026-01-07 07:18:00,297.3,308.1,1762.0,26.1,154.0,1.0174662768429479,43.587267991064536,63.0,WATCH
L56258,L,2026-01-07 07:19:00,297.3,308.1,1566.0,35.7,156.0,0.9569304488012363,40.761312382392724,65.4,WATCH
L56260,L,2026-01-07 07:21:00,297.2,308.0,1869.0,25.4,163.0,0.40318470837290826,50.66512981372209,56.9,WATCH
L56261,L,2026-01-07 07:22:00,297.3,308.0,1527.0,35.1,165.0,0.3983445483471461,22.53967353227836,80.8,NORMAL
L56262,L,2026-01-07 07:23:00,297.2,307.9,1309.0,49.6,167.0,0.08263907091610771,54.0662714097463,54.0,WATCH
L56264,L,2026-01-07 07:25:00,297.2,307.9,1326.0,75.4,172.0,99.83373642387035,74.94711340932834,0.2,CRITICAL
L56266,L,2026-01-07 07:27:00,297.1,307.8,1428.0,43.7,179.0,1.6173129067829501,23.650575052756576,79.9,NORMAL
L56267,L,2026-01-07 07:28:00,297.1,307.8,1681.0,27.6,181.0,1.2856399126182745,38.661978362563495,67.1,WATCH
L56269,L,2026-01-07 07:30:00,297.2,307.9,1989.0,20.3,186.0,3.254220540090194,85.94260534194702,26.9,WARNING
L56272,L,2026-01-07 07:33:00,297.3,308.1,1568.0,34.4,194.0,5.005393667697735,51.233226539153286,56.5,WATCH
L56275,L,2026-01-07 07:36:00,297.3,308.1,1458.0,45.7,202.0,1.2224455068203213,54.16038168824111,54.0,WATCH
L56276,L,2026-01-07 07:37:00,297.2,308.1,1712.0,30.9,204.0,26.162312016425716,46.01495242499836,60.9,WATCH
L56277,L,2026-01-07 07:38:00,297.3,308.1,1642.0,36.9,206.0,63.34087002339977,46.58452652236145,36.7,WARNING
L56278,L,2026-01-07 07:39:00,297.3,308.1,1468.0,49.8,0.0,0.12802432272201514,58.05062734187955,50.7,WATCH
L56280,L,2026-01-07 07:41:00,297.3,308.2,1446.0,53.5,7.0,0.8119217089586572,52.77582186389773,55.1,WATCH
L56282,L,2026-01-07 07:43:00,297.3,308.3,1494.0,38.2,14.0,0.3795398996693242,33.02453146088531,71.9,WATCH
L56283,L,2026-01-07 07:44:00,297.3,308.2,1490.0,41.0,16.0,0.30935821107590356,26.398449504750754,77.6,NORMAL
L56286,L,2026-01-07 07:47:00,297.4,308.3,1854.0,21.8,24.0,0.4827441190652133,40.12550934845726,65.9,WATCH
L56289,L,2026-01-07 07:50:00,297.5,308.6,1513.0,39.7,32.0,1.2762455950056566,27.091985558577335,77.0,NORMAL
L56291,L,2026-01-07 07:52:00,297.6,308.6,1351.0,51.0,37.0,0.008937043642467614,39.98827385330888,66.0,WATCH
L56293,L,2026-01-07 07:54:00,297.6,308.6,1744.0,28.5,42.0,0.347118726699058,27.574877133015264,76.6,NORMAL
L56294,L,2026-01-07 07:55:00,297.6,308.7,1476.0,39.0,44.0,0.4723536266140989,11.365903407936859,90.3,NORMAL
L56298,L,2026-01-07 07:59:00,297.6,308.6,1526.0,42.1,57.0,0.333898910310671,7.0054504060857985,94.0,NORMAL
L56300,L,2026-01-07 08:01:00,297.4,308.4,1525.0,38.7,62.0,0.23300310945025948,9.9270925622938,91.6,NORMAL
L56301,L,2026-01-07 08:02:00,297.3,308.3,1396.0,45.9,64.0,0.7580442747093558,20.70393263406915,82.4,NORMAL
L56302,L,2026-01-07 08:03:00,297.4,308.4,1580.0,41.2,66.0,0.11144595653077181,20.878244333472875,82.3,NORMAL
L56303,L,2026-01-07 08:04:00,297.4,308.5,1462.0,42.8,68.0,0.19807755185928924,13.128552400028868,88.8,NORMAL
L56304,L,2026-01-07 08:05:00,297.4,308.4,1426.0,50.4,70.0,0.5684817886027432,20.33385450225017,82.7,NORMAL
L56305,L,2026-01-07 08:06:00,297.4,308.5,1569.0,34.2,72.0,0.28904670905650487,14.72296298937549,87.5,NORMAL
L56306,L,2026-01-07 08:07:00,297.4,308.5,1477.0,40.7,74.0,1.1276620391672652,19.230666427977415,83.7,NORMAL
L56307,L,2026-01-07 08:08:00,297.4,308.5,1761.0,27.2,76.0,0.3155075332398736,21.850173267327428,81.4,NORMAL
L56309,L,2026-01-07 08:10:00,297.6,308.6,1664.0,30.1,81.0,0.7272455666493437,22.5705418494928,80.8,NORMAL
L56310,L,2026-01-07 08:11:00,297.6,308.6,1576.0,32.7,83.0,1.2146739843392356,13.215771310169137,88.8,NORMAL
L56313,L,2026-01-07 08:14:00,297.7,308.7,1479.0,45.7,93.0,2.5533624529287464,10.412253049671131,91.1,NORMAL
L56314,L,2026-01-07 08:15:00,297.7,308.7,1449.0,40.2,95.0,2.8756300365329275,13.187773603934167,88.8,NORMAL
L56316,L,2026-01-07 08:17:00,297.7,308.7,1694.0,29.1,102.0,4.64211295015091,16.43768488329665,86.0,NORMAL
L56317,L,2026-01-07 08:18:00,297.7,308.7,1731.0,28.4,104.0,0.39978473921785596,16.31725230228994,86.1,NORMAL
L56318,L,2026-01-07 08:19:00,297.6,308.6,1522.0,37.0,106.0,0.5326939998494835,4.551993146944235,96.1,NORMAL
L56319,L,2026-01-07 08:20:00,297.5,308.5,1536.0,36.9,108.0,0.7208953750189545,11.525292767473484,90.2,NORMAL
L56320,L,2026-01-07 08:21:00,297.5,308.5,1373.0,39.9,110.0,0.3005432919017327,24.32297792963511,79.3,NORMAL
L56321,L,2026-01-07 08:22:00,297.5,308.5,1597.0,36.4,112.0,0.577908570760344,11.72837612448126,90.0,NORMAL
L56322,L,2026-01-07 08:23:00,297.6,308.5,1678.0,34.2,114.0,0.5051110933776718,22.20227094822681,81.1,NORMAL
L56323,L,2026-01-07 08:24:00,297.6,308.5,1452.0,42.6,116.0,0.5982539636580504,12.259789975382681,89.6,NORMAL
L56325,L,2026-01-07 08:26:00,297.6,308.5,1574.0,37.1,121.0,1.0836887810898586,13.54213025547129,88.5,NORMAL
L56326,L,2026-01-07 08:27:00,297.6,308.6,1528.0,40.0,123.0,1.4838265186460708,18.517724054995234,84.3,NORMAL
L56327,L,2026-01-07 08:28:00,297.7,308.7,1688.0,27.2,125.0,0.4555214501809182,31.234903598174657,73.5,WATCH
L56328,L,2026-01-07 08:29:00,297.6,308.6,1393.0,40.4,127.0,2.0628661182534986,24.168754386243073,79.5,NORMAL
L56331,L,2026-01-07 08:32:00,297.6,308.6,1553.0,40.5,135.0,0.3513416799932167,5.945169133624072,94.9,NORMAL
L56332,L,2026-01-07 08:33:00,297.5,308.6,1260.0,53.6,137.0,0.10936256953642659,38.832912037539295,67.0,WATCH
L56333,L,2026-01-07 08:34:00,297.5,308.6,1546.0,33.8,139.0,0.3055631434955238,10.32935798830232,91.2,NORMAL
L56334,L,2026-01-07 08:35:00,297.5,308.6,1596.0,36.0,141.0,0.25389542756633265,9.592540481872263,91.8,NORMAL
L56335,L,2026-01-07 08:36:00,297.5,308.5,1340.0,57.4,143.0,0.7759839672544481,29.204454303900274,75.2,NORMAL
L56337,L,2026-01-07 08:38:00,297.5,308.5,1462.0,52.3,148.0,0.9403706980386445,34.3029564749276,70.8,WATCH
L56343,L,2026-01-07 08:44:00,297.6,308.6,1415.0,47.3,169.0,2.0018368467604954,28.487083225019127,75.8,NORMAL
L56344,L,2026-01-07 08:45:00,297.6,308.6,2384.0,14.4,171.0,0.37888690116747115,81.90100732046194,30.4,WARNING
L56345,L,2026-01-07 08:46:00,297.6,308.6,1326.0,62.4,173.0,26.711738076793573,75.96500489173353,35.4,WARNING
L56349,L,2026-01-07 08:50:00,297.7,308.8,1896.0,24.5,186.0,0.9864631685850296,53.999080905436124,54.1,WATCH
L56350,L,2026-01-07 08:51:00,297.7,308.7,1474.0,46.8,188.0,0.21292299533739725,36.34681183551465,69.1,WATCH
L56352,L,2026-01-07 08:53:00,297.7,308.9,1715.0,27.2,193.0,2.1451982011714774,34.73466368574682,70.5,WATCH
L56354,L,2026-01-07 08:55:00,297.8,308.9,1871.0,25.6,200.0,2.6800404385640455,53.099276524469964,54.9,WATCH
L56355,L,2026-01-07 08:56:00,297.8,309.0,1403.0,64.2,0.0,94.08988303361593,90.48647107867957,5.9,CRITICAL
L56356,L,2026-01-07 08:57:00,297.8,308.9,1518.0,40.4,2.0,0.249481387661282,50.672117404275895,56.9,WATCH
L56357,L,2026-01-07 08:58:00,297.9,309.1,1504.0,43.0,4.0,0.17959137327220986,60.51294410793695,48.6,WARNING
L56358,L,2026-01-07 08:59:00,297.8,309.0,1340.0,56.9,6.0,1.0485449695979039,71.86997138567382,38.9,WARNING
L56360,L,2026-01-07 09:01:00,297.9,309.1,1507.0,36.9,13.0,0.2818847538942461,30.427612377333453,74.1,WATCH
L56361,L,2026-01-07 09:02:00,297.9,309.1,1521.0,36.1,15.0,0.39948918362804914,22.508278719274593,80.9,NORMAL
L56363,L,2026-01-07 09:04:00,297.9,309.1,1543.0,36.6,20.0,0.24482080503781248,18.584964068674342,84.2,NORMAL
L56364,L,2026-01-07 09:05:00,298.0,309.2,1665.0,36.6,22.0,0.3136184276468997,13.65216264430675,88.4,NORMAL
L56365,L,2026-01-07 09:06:00,297.9,309.1,1442.0,50.3,24.0,0.9954900752773955,14.079158536196607,88.0,NORMAL
L56366,L,2026-01-07 09:07:00,297.9,309.0,1629.0,29.0,26.0,2.4828489847591872,19.80995324911271,83.2,NORMAL
L56367,L,2026-01-07 09:08:00,297.9,309.0,1379.0,47.3,28.0,0.14729201430746758,6.6221210078232025,94.4,NORMAL
L56368,L,2026-01-07 09:09:00,297.9,309.0,1502.0,40.2,30.0,0.26713150294725946,9.172986709816316,92.2,NORMAL
L56369,L,2026-01-07 09:10:00,297.9,309.1,1595.0,32.0,32.0,0.45958609746119167,21.213513422344842,82.0,NORMAL
L56372,L,2026-01-07 09:13:00,297.9,309.0,1562.0,35.8,40.0,0.3331613201483296,7.738919549883345,93.4,NORMAL
L56374,L,2026-01-07 09:15:00,297.9,308.9,1393.0,40.6,45.0,0.723279389042677,22.78476179591161,80.6,NORMAL
L56375,L,2026-01-07 09:16:00,297.9,309.0,1532.0,37.6,47.0,0.36400301044830213,10.048797008849212,91.5,NORMAL
L56376,L,2026-01-07 09:17:00,298.0,308.9,1607.0,37.7,49.0,0.13918645820787734,15.667638718351661,86.7,NORMAL
L56379,L,2026-01-07 09:20:00,297.9,308.8,1613.0,31.4,57.0,0.30735516506731264,12.771148012467362,89.1,NORMAL
L56381,L,2026-01-07 09:22:00,297.8,308.7,1404.0,44.2,62.0,0.678382181365928,14.125002720138124,88.0,NORMAL
L56382,L,2026-01-07 09:23:00,297.8,308.8,1548.0,36.9,64.0,0.34835353096115673,19.750306824239463,83.2,NORMAL
L56383,L,2026-01-07 09:24:00,297.8,308.8,1559.0,35.2,66.0,0.346659005440497,23.723747993157925,79.8,NORMAL
L56384,L,2026-01-07 09:25:00,297.8,308.8,1621.0,36.1,68.0,0.4165823448749698,19.609545081354405,83.3,NORMAL
L56385,L,2026-01-07 09:26:00,297.8,308.8,1579.0,32.9,70.0,0.5252137560439971,25.624945898222478,78.2,NORMAL
L56387,L,2026-01-07 09:28:00,297.9,308.8,1386.0,48.6,75.0,5.436368307388054,29.729893723670852,74.7,WATCH
L56388,L,2026-01-07 09:29:00,298.0,308.9,1406.0,40.9,77.0,3.9283076486517277,24.61194064098768,79.1,NORMAL
L56392,L,2026-01-07 09:33:00,298.0,308.9,1390.0,53.9,88.0,4.526484317713035,18.331162060312124,84.4,NORMAL
L56393,L,2026-01-07 09:34:00,298.0,309.0,1679.0,32.4,90.0,0.5130977221154962,14.8185576782257,87.4,NORMAL
L56394,L,2026-01-07 09:35:00,298.0,308.9,1508.0,37.1,92.0,0.2333957097990135,13.219984985515534,88.8,NORMAL
L56395,L,2026-01-07 09:36:00,297.9,308.8,1681.0,31.7,94.0,0.1269806583952429,23.200612366165867,80.3,NORMAL
L56397,L,2026-01-07 09:38:00,297.8,308.8,1421.0,49.6,101.0,1.5065702580918054,15.595182178372275,86.7,NORMAL
