udi,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,timestamp,temp_diff_k,power_watts,strain_index,rolling_mean_process_temp_15,rolling_std_process_temp_15,rolling_mean_speed_15,rolling_std_speed_15,rolling_mean_torque_15,rolling_std_torque_15,torque_slope_5,temp_slope_5,anomaly_score_pct,is_anomaly,failure_probability_pct,predicted_failure,health_score,risk_tier
5783,L52962,L,301.7,311.1,1455.0,39.8,118.0,0,0,0,0,0,0,2026-01-05 00:23:00,9.400000000000034,6064.216299224377,4696.4,311.1666666666667,0.08164965809444863,1520.2666666666667,158.03140134012963,39.93999999999999,8.194667255512524,-0.9200000000000003,0.0,0.5524650730143069,0,0.8328556892032034,0,99.2,NORMAL
5784,H35197,H,301.8,311.1,1543.0,36.4,120.0,0,0,0,0,0,0,2026-01-05 00:24:00,9.300000000000011,5881.605990246714,4368.0,311.15333333333336,0.07432233529758642,1528.4,155.67952429820517,39.306666666666665,8.067258931425513,-1.0,0.0,2.6093909975093985,0,0.6816890593019979,0,97.8,NORMAL
5785,M20644,M,301.8,311.1,1399.0,41.8,125.0,0,0,0,0,0,0,2026-01-05 00:25:00,9.300000000000011,6123.822783838488,5225.0,311.14000000000004,0.06324555320558829,1531.8,151.97095587174718,38.693333333333335,7.4400908852614664,2.5199999999999996,0.0,13.338295844023342,0,1.3968676239426985,0,88.7,NORMAL
5786,L52965,L,301.7,311.1,1469.0,37.2,128.0,0,0,0,0,0,0,2026-01-05 00:26:00,9.400000000000034,5722.599514073024,4761.6,311.1333333333333,0.06172133998713142,1535.8666666666666,149.21263191771183,38.31333333333334,7.354965928508601,-1.0399999999999991,-0.01999999999999318,12.13157908054339,0,0.4113450739364551,0,89.7,NORMAL
5787,L52966,L,301.7,311.2,1521.0,36.7,130.0,0,0,0,0,0,0,2026-01-05 00:27:00,9.5,5845.530034607992,4771.0,311.1333333333334,0.061721339987131425,1535.6,149.23701187804167,37.846666666666664,7.209405232716677,0.0,0.01999999999999318,10.885350031311026,0,0.537446651422678,0,90.7,NORMAL
5788,L52967,L,301.7,311.3,1584.0,38.8,132.0,0,0,0,0,0,0,2026-01-05 00:28:00,9.600000000000023,6435.992373850193,5121.599999999999,311.1333333333333,0.061721339987131425,1527.4666666666667,142.45744560929415,38.440000000000005,6.866772999638909,-0.2,0.039999999999997725,11.387195459235874,0,0.49536861396868875,0,90.3,NORMAL
5789,L52968,L,301.8,311.5,1443.0,43.3,134.0,0,0,0,0,0,0,2026-01-05 00:29:00,9.699999999999989,6543.08926741107,5802.2,311.15333333333336,0.11254628677545751,1530.6666666666667,139.78333574636886,38.20666666666667,6.617343734100316,1.3799999999999997,0.07999999999999545,23.746184670457644,0,2.414849839881082,0,79.8,NORMAL
5790,M20649,M,301.8,311.5,1416.0,49.0,136.0,0,0,0,0,0,0,2026-01-05 00:30:00,9.699999999999989,7265.875489222474,6664.0,311.18,0.14242792663653986,1518.2666666666667,141.24571632780143,39.18666666666666,7.070448224493,1.4400000000000006,0.07999999999999545,29.901828590369856,0,3.5906815863188952,0,74.6,WATCH
5791,M20650,M,301.7,311.2,1563.0,34.5,139.0,0,0,0,0,0,0,2026-01-05 00:31:00,9.5,5646.8557151949735,4795.5,311.18666666666667,0.14074631011075053,1495.3333333333333,93.4663168256575,40.05333333333333,5.330219328999115,-0.5400000000000006,0.01999999999999318,27.915202125625505,0,1.7211419598529558,0,76.3,NORMAL
5792,M20651,M,301.8,311.3,1542.0,40.1,142.0,0,0,0,0,0,0,2026-01-05 00:32:00,9.5,6475.262282020067,5694.2,311.2,0.14142135623824373,1509.8,81.20890169363973,39.44666666666667,4.694809697446328,0.6799999999999997,0.02000000000000455,34.89348062095518,0,1.342472456995419,0,70.3,WATCH
5793,M20652,M,301.8,311.3,1624.0,31.6,145.0,0,0,0,0,0,0,2026-01-05 00:33:00,9.5,5374.050281132748,4582.0,311.2133333333333,0.140746310110724,1524.2,81.01869272846747,38.59333333333334,4.889415195335672,-1.439999999999999,0.0,38.33963995238513,0,4.913875038859363,0,67.4,WATCH
5794,L52973,L,301.8,311.3,1471.0,44.2,148.0,0,0,0,0,0,0,2026-01-05 00:34:00,9.5,6808.689982321063,6541.6,311.2266666666667,0.13870146083712398,1523.0,81.70766706462825,38.779999999999994,5.054870353007346,0.18000000000000113,-0.039999999999997725,37.52946188277961,0,0.9684481483177052,0,68.1,WATCH
5795,M20654,M,301.9,311.5,1492.0,40.8,150.0,0,0,0,0,0,0,2026-01-05 00:35:00,9.600000000000023,6374.66848525212,6120.0,311.25333333333333,0.15055453054264287,1510.4666666666667,69.39623977737998,39.553333333333335,4.318211710992215,-1.6400000000000006,0.0,37.892041749888875,0,2.563708404722431,0,67.8,WATCH
5796,M20655,M,301.9,311.4,1465.0,39.9,153.0,0,0,0,0,0,0,2026-01-05 00:36:00,9.5,6121.236205887032,6104.7,311.26666666666665,0.15430334996288161,1507.0,70.33897517431579,39.38666666666667,4.248170474563185,1.0799999999999996,0.039999999999997725,37.93844958935872,0,2.515951347294504,0,67.8,WATCH
5797,L52976,L,301.7,311.1,1399.0,55.1,156.0,0,0,0,0,0,0,2026-01-05 00:37:00,9.400000000000034,8072.311851423463,8595.6,311.26666666666665,0.15430334996288161,1492.4,68.35391095510924,40.61333333333334,5.792712992158442,3.0,-0.039999999999997725,60.03683307042621,0,5.665305639170436,0,49.0,WARNING
5798,L52977,L,301.6,311.0,1431.0,42.6,158.0,0,0,0,0,0,0,2026-01-05 00:38:00,9.399999999999977,6383.779103947532,6730.8,311.26,0.1638814902830377,1490.8,69.56209969723173,40.8,5.809720917811324,2.2,-0.060000000000002274,49.18995778308864,0,1.7319388167934189,0,58.2,WATCH
5799,L52978,L,301.5,310.9,1600.0,39.0,160.0,0,0,0,0,0,0,2026-01-05 00:39:00,9.399999999999977,6534.51271946677,6240.0,311.24666666666667,0.18464895909668524,1494.6,74.03068861725302,40.97333333333333,5.706946477341042,-1.0400000000000005,-0.08000000000000682,58.08536852876887,0,0.6015063053185623,0,50.6,WATCH
5800,L52979,L,301.5,310.8,1593.0,34.5,162.0,0,0,0,0,0,0,2026-01-05 00:40:00,9.300000000000011,5755.240661743821,5589.0,311.22666666666663,0.21536237457181087,1507.5333333333333,73.0761507574488,40.486666666666665,5.937997096985396,-1.2599999999999993,-0.13999999999999774,68.77500336282763,0,0.7693291955845084,0,41.5,WARNING
5801,L52980,L,301.5,310.9,1469.0,44.7,164.0,0,0,0,0,0,0,2026-01-05 00:41:00,9.399999999999977,6876.349416103875,7330.8,311.21333333333337,0.22949219304135157,1507.5333333333333,73.0761507574488,40.986666666666665,5.957212515294228,0.9600000000000009,-0.1,72.2684090174992,0,0.9519037623381505,0,38.6,WARNING
5802,L52981,L,301.5,310.8,1413.0,44.6,166.0,0,0,0,0,0,0,2026-01-05 00:42:00,9.300000000000011,6599.418023689935,7403.6,311.1866666666666,0.2531703736528218,1500.3333333333333,76.876214663276,41.513333333333335,5.900104922392064,-2.1,-0.060000000000002274,80.3745376918706,1,1.593154398220055,0,31.7,WARNING
5803,L52982,L,301.4,310.8,1490.0,38.0,168.0,0,0,0,0,0,0,2026-01-05 00:43:00,9.400000000000034,5929.2325348751365,6384.0,311.15333333333336,0.2695675549226026,1494.0666666666666,73.31776891107002,41.46,5.929924114185357,-0.9200000000000003,-0.039999999999997725,63.95251503320167,0,1.069703231405228,0,45.6,WARNING
5804,L52983,L,301.5,310.9,1671.0,31.1,170.0,0,0,0,0,0,0,2026-01-05 00:44:00,9.399999999999977,5442.0867060339915,5287.0,311.1133333333334,0.25875158154624656,1509.2666666666667,84.72178558306295,40.64666666666667,6.471461158332554,-1.5799999999999996,0.0,58.90474804625544,0,1.9772198933982355,0,49.9,WARNING
5805,L52984,L,301.5,310.9,1365.0,46.5,172.0,0,0,0,0,0,0,2026-01-05 00:45:00,9.399999999999977,6646.824656832605,7998.0,311.0733333333334,0.24043611170089754,1505.8666666666666,89.61414641727522,40.480000000000004,6.270019366568204,2.4,0.01999999999999318,55.6183206146071,0,0.31341033073449504,0,52.7,WATCH
5806,M20665,M,301.4,310.9,1557.0,39.3,174.0,0,0,0,0,0,0,2026-01-05 00:46:00,9.5,6407.8122877474925,6838.2,311.0533333333333,0.24162150645438377,1505.4666666666667,89.3539244215128,40.8,6.062059998760219,-1.0800000000000012,0.0,45.888961079102856,0,2.594622212812243,0,61.0,WATCH
5807,L52986,L,301.4,310.9,1440.0,45.4,177.0,0,0,0,0,0,0,2026-01-05 00:47:00,9.5,6846.158710702877,8035.8,311.0266666666667,0.23441924185682525,1498.6666666666667,90.25176426188406,41.15333333333333,6.171809952942104,0.15999999999999942,0.01999999999999318,47.909006633744376,0,13.869303225804547,0,59.3,WATCH
5808,M20667,M,301.4,310.9,1489.0,38.9,179.0,0,0,0,0,0,0,2026-01-05 00:48:00,9.5,6065.588128016445,6963.099999999999,311.0,0.2236067977507909,1489.6666666666667,83.32609492373929,41.63999999999999,5.6286004350228795,0.17999999999999972,0.01999999999999318,53.19296162834025,0,5.350080061186956,0,54.8,WATCH
5809,L52988,L,301.4,311.0,1733.0,25.7,182.0,0,0,0,0,0,0,2026-01-05 00:49:00,9.600000000000023,4664.018925494918,4677.4,310.97999999999996,0.20770858707148349,1507.1333333333334,104.02325747273863,40.406666666666666,6.90884181596979,-1.0800000000000005,0.02000000000000455,40.512504075187515,0,3.6574730976828036,0,65.6,WATCH
5810,H35223,H,301.3,311.0,1580.0,36.6,184.0,0,0,0,0,0,0,2026-01-05 00:50:00,9.699999999999989,6055.733999059686,6734.400000000001,310.94666666666666,0.1505545305431329,1513.0,105.57867750099265,40.126666666666665,6.976538915400163,-1.9799999999999998,0.02000000000000455,14.860906685774374,0,5.841637791844808,0,87.4,NORMAL
5811,L52990,L,301.3,311.0,1856.0,21.9,189.0,0,0,0,0,0,0,2026-01-05 00:51:00,9.699999999999989,4256.481054495739,4139.099999999999,310.92,0.08618916073953266,1539.0666666666666,136.59348795744958,38.92666666666666,8.41753838012935,-3.4799999999999995,0.02000000000000455,34.72948600791988,0,1.4990473160945865,0,70.5,WATCH
5812,L52991,L,301.3,311.1,1454.0,40.3,191.0,0,0,0,0,0,0,2026-01-05 00:52:00,9.800000000000011,6136.1797149426075,7697.299999999999,310.92,0.08618916073953267,1542.7333333333333,133.26261219683755,37.93999999999999,7.15978850445809,-1.0200000000000002,0.0400000000000091,14.205091765944433,0,2.1052646318951695,0,87.9,NORMAL
5813,L52992,L,301.4,311.1,1495.0,36.3,193.0,0,0,0,0,0,0,2026-01-05 00:53:00,9.700000000000045,5682.984030711255,7005.9,310.9266666666666,0.09611501047446158,1547.0,130.42403371859575,37.52,7.050856077709319,-0.5200000000000002,0.0400000000000091,15.583377728206695,0,1.8914771960043744,0,86.8,NORMAL
5814,L52993,L,301.2,311.0,1761.0,29.1,195.0,0,0,0,0,0,0,2026-01-05 00:54:00,9.800000000000011,5366.3743230824775,5674.5,310.93333333333334,0.09759000729693984,1557.7333333333333,141.27099928186203,36.86000000000001,7.359037204106794,0.6800000000000004,0.0,23.589347520819594,0,2.789818627234362,0,79.9,NORMAL
5815,M20674,M,301.3,311.0,1402.0,47.5,197.0,0,0,0,0,0,0,2026-01-05 00:55:00,9.699999999999989,6973.8120921937425,9357.5,310.94666666666666,0.09154754164560124,1545.0,146.38061932607943,37.726666666666674,7.812761233727612,2.1799999999999997,0.0,20.415662838112436,0,4.163931520597017,0,82.6,NORMAL
5816,L52995,L,301.2,311.0,1670.0,33.0,200.0,0,0,0,0,0,0,2026-01-05 00:56:00,9.800000000000011,5771.105704644449,6600.0,310.95333333333326,0.09154754164558408,1558.4,148.116170622929,36.94666666666667,7.649170512141094,2.22,0.0,20.757864517501073,0,0.9110109698128039,0,82.4,NORMAL
5817,L52996,L,301.3,311.0,1582.0,35.6,202.0,0,0,0,0,0,0,2026-01-05 00:57:00,9.699999999999989,5897.732832535143,7191.200000000001,310.96666666666664,0.08164965809517113,1569.6666666666667,142.59065620893833,36.346666666666664,7.353217630657288,-0.9399999999999992,-0.02000000000000455,20.126158409478535,0,8.647366627721556,0,82.9,NORMAL
5818,L52997,L,301.3,311.0,1542.0,35.1,204.0,0,0,0,0,0,0,2026-01-05 00:58:00,9.699999999999989,5667.87297004749,7160.400000000001,310.97999999999996,0.06761234038113928,1573.1333333333334,141.14018698072044,36.15333333333333,7.3447616577751225,-0.23999999999999916,-0.02000000000000455,20.7813569230489,0,13.181134848940445,0,82.3,NORMAL
5819,L52998,L,301.3,311.0,1539.0,36.9,206.0,0,0,0,0,0,0,2026-01-05 00:59:00,9.699999999999989,5946.940645465871,7601.4,310.9866666666666,0.06399404734521456,1564.3333333333333,138.69631093387875,36.54,7.211181793377727,1.5599999999999994,0.0,21.850537160298604,0,13.341528471428232,0,81.4,NORMAL
5820,L52999,L,301.3,311.0,1418.0,41.9,208.0,0,0,0,0,0,0,2026-01-05 01:00:00,9.699999999999989,6221.84047463049,8715.199999999999,310.9933333333333,0.05936168397367066,1567.8666666666666,133.84578901891416,36.233333333333334,6.845923361144674,-1.1200000000000003,0.0,27.38320738252921,0,17.41902744023987,0,76.7,NORMAL
5821,L53000,L,301.3,311.1,1723.0,27.6,210.0,0,0,0,0,0,0,2026-01-05 01:01:00,9.800000000000011,4979.927010764397,5796.0,311.0066666666667,0.059361683973630994,1578.9333333333334,139.62115408012824,35.45333333333333,7.132107148729085,-1.0799999999999996,0.02000000000000455,36.10482173514041,0,4.724224885987191,0,69.3,WATCH
5822,L53001,L,301.3,311.1,1303.0,49.2,212.0,0,0,0,0,0,0,2026-01-05 01:02:00,9.800000000000011,6713.332173309101,10430.400000000001,311.02000000000004,0.05606119106144606,1569.8,153.18112528264555,35.70666666666667,7.565000865514696,2.72,0.02000000000000455,48.936134774032084,0,0.9375173375255376,0,58.4,WATCH
5823,M20682,M,301.3,311.0,1463.0,50.2,214.0,0,0,0,0,0,0,2026-01-05 01:03:00,9.699999999999989,7690.891087351127,10742.800000000001,311.0266666666667,0.04577377082572933,1568.0666666666666,154.30372028968887,36.46,8.42002714620664,3.0200000000000005,0.0,41.52956745250761,0,2.4826526132180837,0,64.7,WATCH
5824,L53003,L,301.2,311.0,1544.0,39.3,217.0,0,0,0,0,0,0,2026-01-05 01:04:00,9.800000000000011,6354.310964856859,8528.099999999999,311.0266666666667,0.04577377082572933,1555.4666666666667,147.4375735531441,37.36666666666667,7.894452542917721,0.4799999999999997,0.0,16.64019892004837,0,8.758524107974218,0,85.9,NORMAL
5825,L53004,L,301.2,311.0,1596.0,37.2,219.0,0,0,0,0,0,0,2026-01-05 01:05:00,9.800000000000011,6217.337525160345,8146.8,311.0266666666667,0.04577377082572933,1556.5333333333333,147.68541211772273,37.406666666666666,7.891810100773191,-0.9399999999999992,0.0,18.446456764842782,0,17.887068324990903,0,82.1,NORMAL
5826,L53005,L,301.3,311.1,1413.0,42.0,221.0,0,0,0,0,0,0,2026-01-05 01:06:00,9.800000000000011,6214.698587331329,9282.0,311.03333333333336,0.048795003651182035,1527.0,126.26276455981363,38.74666666666667,6.684936869737764,2.88,0.0,30.466206381911537,0,6.269304746497826,0,74.1,WATCH
5827,M20686,M,301.3,311.1,1492.0,41.2,223.0,0,0,0,0,0,0,2026-01-05 01:07:00,9.800000000000011,6437.1652351075345,9187.6,311.03333333333336,0.048795003651182035,1529.5333333333333,125.06904759638905,38.806666666666665,6.703886577060623,-1.6,0.0,23.133535133144978,0,5.430725469916596,0,80.3,NORMAL
5828,L53007,L,301.3,311.1,1624.0,40.9,0.0,0,0,0,0,0,0,2026-01-05 01:08:00,9.800000000000011,6955.653686655993,0.0,311.03333333333336,0.048795003651182035,1538.1333333333334,126.94592024428222,39.11333333333334,6.686218947172011,-1.8600000000000008,0.02000000000000455,36.14712903907305,0,0.24167081624087136,0,69.3,WATCH
5829,L53008,L,301.3,311.1,1504.0,39.1,2.0,0,0,0,0,0,0,2026-01-05 01:09:00,9.800000000000011,6158.191807468761,78.2,311.04,0.05070925528730632,1521.0,111.06819012275383,39.78,6.088302601828067,-0.03999999999999915,0.02000000000000455,28.99579459229786,0,0.23375928464665596,0,75.4,NORMAL
5830,M20689,M,301.2,311.1,1574.0,34.3,4.0,0,0,0,0,0,0,2026-01-05 01:10:00,9.900000000000034,5653.631083351215,137.2,311.04666666666674,0.051639777952942105,1532.4666666666667,106.69774844770922,38.9,5.841721859667113,-0.5800000000000012,0.02000000000000455,29.865430101905837,0,0.46353279128983116,0,74.6,WATCH
5831,M20690,M,301.3,311.2,1438.0,42.4,7.0,0,0,0,0,0,0,2026-01-05 01:11:00,9.899999999999977,6384.8891333517995,296.8,311.06000000000006,0.0632455532061925,1517.0,102.05110764430724,39.526666666666664,5.665114633396378,0.07999999999999971,0.01999999999999318,28.028356850716087,0,5.835674583934366,0,76.2,NORMAL
5832,L53011,L,301.3,311.3,1474.0,50.7,10.0,0,0,0,0,0,0,2026-01-05 01:12:00,10.0,7825.895795651391,507.0,311.08000000000004,0.0861891607391599,1509.8,100.94142573083155,40.53333333333333,6.23087550219124,1.9,0.039999999999997725,38.545862346547345,0,2.0055834825861436,0,67.2,WATCH
5833,L53012,L,301.3,311.2,1675.0,32.1,12.0,0,0,0,0,0,0,2026-01-05 01:13:00,9.899999999999977,5630.519433396307,385.20000000000005,311.09333333333336,0.08837151017079514,1518.6666666666667,109.45427399256492,40.333333333333336,6.461608232659922,-1.7599999999999993,0.01999999999999318,33.57840348548872,0,0.34728604144330977,0,71.5,WATCH
5834,L53013,L,301.3,311.2,1457.0,44.5,14.0,0,0,0,0,0,0,2026-01-05 01:14:00,9.899999999999977,6789.66240281582,623.0,311.1066666666667,0.08837151017076404,1513.2,110.40975629769214,40.84,6.471122667004994,1.0799999999999996,0.01999999999999318,21.959705335418455,0,0.23574323195475647,0,81.3,NORMAL
5835,L53014,L,301.3,311.3,1434.0,49.8,16.0,0,0,0,0,0,0,2026-01-05 01:15:00,10.0,7478.372816311286,796.8,311.1266666666667,0.09611501047403778,1514.2666666666667,109.49785820911026,41.36666666666667,6.872581825804471,3.1,0.039999999999997725,34.97363656920297,0,0.7341671421091026,0,70.3,WATCH
5836,L53015,L,301.3,311.2,1668.0,30.1,18.0,0,0,0,0,0,0,2026-01-05 01:16:00,9.899999999999977,5257.643801341735,541.8000000000001,311.1333333333333,0.09759000729652358,1510.6,102.72000778816917,41.53333333333333,6.537000914209652,-2.4599999999999995,0.0,36.92522400472038,0,0.8353132179936065,0,68.6,WATCH
5837,L53016,L,301.2,311.1,1550.0,39.7,20.0,0,0,0,0,0,0,2026-01-05 01:17:00,9.900000000000034,6443.930131288264,794.0,311.1333333333333,0.09759000729652358,1527.0666666666666,85.40112634475959,40.9,6.192276295053615,-2.2,-0.039999999999997725,36.42336221705559,0,0.35595621773972896,0,69.0,WATCH
5838,M20697,M,301.3,311.1,1834.0,25.4,22.0,0,0,0,0,0,0,2026-01-05 01:18:00,9.800000000000011,4878.223184592182,558.8,311.14,0.09102589898505198,1551.8,114.34109372525012,39.24666666666667,6.811635703146423,-1.3400000000000005,-0.01999999999999318,40.205758510508396,0,0.30796286297416425,0,65.8,WATCH
5839,M20698,M,301.4,311.2,1476.0,36.5,25.0,0,0,0,0,0,0,2026-01-05 01:19:00,9.800000000000011,5641.6720873165505,912.5,311.1533333333333,0.08338093878517881,1547.2666666666667,116.00829198606716,39.06000000000001,6.8483366072143745,-1.6,0.0,20.053998715886948,0,0.4111928202434164,0,83.0,NORMAL
5840,M20699,M,301.4,311.2,1541.0,36.3,28.0,0,0,0,0,0,0,2026-01-05 01:20:00,9.800000000000011,5857.845077810063,1016.3999999999999,311.1666666666667,0.07237468644772238,1543.6,115.22450136271623,39.0,6.86970575373177,-2.7,-0.02000000000000455,25.031821610222792,0,0.26900561475901746,0,78.7,NORMAL
5841,M20700,M,301.3,311.1,1581.0,30.9,31.0,0,0,0,0,0,0,2026-01-05 01:21:00,9.800000000000011,5115.863724885227,957.9,311.1666666666667,0.07237468644772238,1554.8,109.65348017407551,38.26,7.116861266437118,0.15999999999999942,-0.01999999999999318,24.961755457155267,0,0.4922604793433123,0,78.8,NORMAL
5842,M20701,M,301.3,311.1,1678.0,30.7,34.0,0,0,0,0,0,0,2026-01-05 01:22:00,9.800000000000011,5394.596297087225,1043.8,311.1666666666667,0.07237468644772238,1567.2,112.5237752654985,37.559999999999995,7.320499592631183,-1.8000000000000007,0.0,30.19794903320385,0,0.5713787314813272,0,74.3,WATCH
5843,L53022,L,301.4,311.2,1355.0,50.6,37.0,0,0,0,0,0,0,2026-01-05 01:23:00,9.800000000000011,7179.900570269234,1872.2,311.17333333333335,0.07037315505709191,1549.2666666666667,123.70498700345343,38.20666666666667,8.030608113129748,5.040000000000001,0.01999999999999318,37.570676088473704,0,0.3565544839158103,0,68.1,WATCH
5844,L53023,L,301.5,311.2,1700.0,28.8,39.0,0,0,0,0,0,0,2026-01-05 01:24:00,9.699999999999989,5127.079210658542,1123.2,311.18,0.06761234038054582,1562.3333333333333,128.82749632560714,37.519999999999996,8.381459129701474,-1.5399999999999998,0.0,20.048058732066657,0,1.5334253975262724,0,83.0,NORMAL
5845,L53024,L,301.4,311.1,1462.0,37.1,41.0,0,0,0,0,0,0,2026-01-05 01:25:00,9.700000000000045,5680.02046164137,1521.1000000000001,311.18,0.06761234038054582,1554.8666666666666,131.32449813162992,37.70666666666667,8.335677765456312,0.16000000000000086,-0.01999999999999318,7.511367923069616,0,0.3165928327780747,0,93.6,NORMAL
5846,M20705,M,301.4,311.2,1727.0,26.5,43.0,0,0,0,0,0,0,2026-01-05 01:26:00,9.800000000000011,4792.551952928789,1139.5,311.18,0.06761234038054582,1574.1333333333334,134.12407191353435,36.64666666666667,8.699250104517741,-0.8799999999999997,0.01999999999999318,25.61670707507777,0,0.25588626645361445,0,78.2,NORMAL
5847,L53026,L,301.4,311.3,1674.0,33.3,46.0,0,0,0,0,0,0,2026-01-05 01:27:00,9.900000000000034,5837.518973341337,1531.8,311.18,0.06761234038054582,1587.4666666666667,133.39782963894484,35.486666666666665,7.805663389640955,0.5199999999999996,0.039999999999997725,36.889527099115895,0,0.1968445806603109,0,68.6,WATCH
5848,L53027,L,301.4,311.3,1397.0,42.3,48.0,0,0,0,0,0,0,2026-01-05 01:28:00,9.900000000000034,6188.214961261566,2030.3999999999999,311.18666666666667,0.07432233529776566,1568.9333333333334,139.53825213726947,36.166666666666664,7.932813108193311,-1.6600000000000008,0.02000000000000455,22.129715137616497,0,1.3483997673611048,0,81.2,NORMAL
5849,L53028,L,301.4,311.3,2323.0,15.9,50.0,0,0,0,0,0,0,2026-01-05 01:29:00,9.900000000000034,3867.8974591732176,795.0,311.1933333333334,0.07988086367368645,1626.6666666666667,235.83943286744326,34.26,9.133048309768883,-2.58,0.02000000000000455,87.38446428603885,1,0.21565562862561616,0,25.7,WARNING
5850,M20709,M,301.4,311.2,1434.0,47.6,52.0,0,0,0,0,0,0,2026-01-05 01:30:00,9.800000000000011,7148.002932859785,2475.2000000000003,311.18666666666667,0.07432233529776566,1626.6666666666667,235.83943286744326,34.11333333333333,8.879821963037266,2.1,0.01999999999999318,36.28257572844121,0,4.326196893999816,0,69.2,WATCH
5851,L53030,L,301.3,311.1,1560.0,35.3,55.0,0,0,0,0,0,0,2026-01-05 01:31:00,9.800000000000011,5766.707474929423,1941.4999999999998,311.18,0.07745966692612552,1619.4666666666667,236.13581644791446,34.46,8.813204379144521,1.7599999999999993,-0.01999999999999318,26.3537490227549,0,0.23664384929334564,0,77.6,NORMAL
5852,L53031,L,301.2,311.0,1573.0,32.8,57.0,0,0,0,0,0,0,2026-01-05 01:32:00,9.800000000000011,5402.952933545774,1869.6,311.1733333333333,0.0883715101706033,1621.0,235.72683949254096,34.0,8.69950737521554,-0.1,-0.060000000000002274,33.64296710316438,0,0.15750402573578073,0,71.4,WATCH
5853,H35266,H,301.2,310.9,1798.0,22.3,59.0,0,0,0,0,0,0,2026-01-05 01:33:00,9.699999999999989,4198.780469424807,1315.7,311.16,0.11212238211768547,1618.6,233.57678456069567,33.79333333333334,8.951573418492849,-3.999999999999999,-0.08000000000000682,62.18373679046058,0,0.14816936173458467,0,47.1,WARNING
5854,L53033,L,301.2,311.0,1567.0,35.1,64.0,0,0,0,0,0,0,2026-01-05 01:34:00,9.800000000000011,5759.764555164991,2246.4,311.1466666666667,0.11872336794228697,1624.6666666666667,230.77344074303738,33.7,8.928605714219948,3.8400000000000007,-0.060000000000002274,39.41907021198971,0,0.10949848091524599,0,66.5,WATCH
5855,L53034,L,301.2,310.9,1416.0,53.3,66.0,0,0,0,0,0,0,2026-01-05 01:35:00,9.699999999999989,7903.493134195059,3517.7999999999997,311.12666666666667,0.1334523278547583,1616.3333333333333,236.20350386498214,34.833333333333336,10.261625230973547,1.1399999999999992,-0.060000000000002274,46.141675083691716,0,0.93547061769843,0,60.8,WATCH
5856,M20715,M,301.2,310.9,1424.0,45.2,68.0,0,0,0,0,0,0,2026-01-05 01:36:00,9.699999999999989,6740.266094325879,3073.6000000000004,311.1133333333334,0.14573295865531272,1605.8666666666666,241.30445104729773,35.78666666666667,10.53083002200591,1.980000000000001,-0.0400000000000091,25.073570302068344,0,3.6355492649311185,0,78.7,NORMAL
5857,H35270,H,301.2,310.9,1598.0,35.9,71.0,0,0,0,0,0,0,2026-01-05 01:37:00,9.699999999999989,6007.583855655665,2548.9,311.1,0.15583874449589377,1600.5333333333333,240.47894670744782,36.13333333333333,10.436588568702936,0.6200000000000003,-0.02000000000000455,19.684018662357353,0,0.4491230914891219,0,83.3,NORMAL
5858,L53037,L,301.3,310.9,1760.0,23.9,76.0,0,0,0,0,0,0,2026-01-05 01:38:00,9.599999999999966,4404.931779353369,1816.3999999999999,311.08,0.161245154967057,1627.5333333333333,233.57925136164351,34.35333333333333,10.06321921416709,0.31999999999999956,0.0,43.51965147641913,0,0.3708495717510538,0,63.0,WATCH
5859,L53038,L,301.3,311.0,1348.0,44.5,78.0,0,0,0,0,0,0,2026-01-05 01:39:00,9.699999999999989,6281.719230607911,3471.0,311.06666666666666,0.15886502207361441,1604.0666666666666,243.26013902424475,35.4,10.258933389281486,1.8799999999999997,0.0,25.15277141276202,0,0.12381712140813626,0,78.6,NORMAL
5860,L53039,L,301.3,311.0,1542.0,33.6,80.0,0,0,0,0,0,0,2026-01-05 01:40:00,9.699999999999989,5425.656176455716,2688.0,311.06,0.15946338585684372,1609.4,240.78733948682267,35.166666666666664,10.257308660286153,-3.939999999999999,0.02000000000000455,27.573291100411357,0,0.22224994437485354,0,76.6,NORMAL
5861,L53040,L,301.3,310.9,1566.0,33.1,82.0,0,0,0,0,0,0,2026-01-05 01:41:00,9.599999999999966,5428.1066187255165,2714.2000000000003,311.04,0.15946338585686956,1598.6666666666667,238.7505173267888,35.60666666666667,9.99724724016329,-2.4200000000000004,0.0,19.741650731367645,0,0.39695435730084117,0,83.2,NORMAL
5862,L53041,L,301.3,311.0,1554.0,47.7,84.0,0,0,0,0,0,0,2026-01-05 01:42:00,9.699999999999989,7762.435624048876,4006.8,311.02000000000004,0.14242792663690435,1590.6666666666667,238.05541571739315,36.56666666666667,10.441446716035532,2.3600000000000008,0.02000000000000455,24.052726948449628,0,1.045373757498141,0,79.6,NORMAL
5863,L53042,L,301.4,311.0,1470.0,40.6,86.0,0,0,0,0,0,0,2026-01-05 01:43:00,9.600000000000023,6249.884425051534,3491.6,311.0,0.11952286093503603,1595.5333333333333,234.53353907784864,36.45333333333334,10.383838174687382,3.3400000000000007,0.02000000000000455,15.380234076054332,0,0.13925926403287936,0,86.9,NORMAL
