udi,timestamp,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,temp_diff_k,power_watts,strain_index,failure_probability_pct,anomaly_score_pct,health_score,risk_tier,machine_failure
5218,2026-01-04 14:58:00,M20077,M,303.8,312.8,1420.0,47.9,200.0,9.0,7122.8283037290175,9580.0,15.14277699353995,44.49482325938833,62.2,WATCH,0
5219,2026-01-04 14:59:00,L52398,L,303.8,312.9,1589.0,37.2,203.0,9.099999999999966,6190.068500927186,7551.6,18.624470155568183,38.323108333906134,67.4,WATCH,0
5220,2026-01-04 15:00:00,L52399,L,303.8,313.0,1365.0,59.9,205.0,9.199999999999989,8562.2536977263,12279.5,98.93550912367357,96.02266678136614,1.1,CRITICAL,1
5221,2026-01-04 15:01:00,L52400,L,303.8,313.0,1633.0,32.9,207.0,9.199999999999989,5626.142147632305,6810.299999999999,6.742665195138768,52.851050004467446,55.1,WATCH,0
5222,2026-01-04 15:02:00,L52401,L,303.9,313.0,1626.0,31.4,209.0,9.100000000000023,5346.613705291396,6562.599999999999,3.505264423050554,65.07461220972259,44.7,WARNING,0
5223,2026-01-04 15:03:00,L52402,L,303.9,313.1,1665.0,29.6,0.0,9.200000000000045,5161.0084113173125,0.0,0.43297543542680955,74.99761724048614,36.3,WARNING,0
5224,2026-01-04 15:04:00,M20083,M,303.9,313.2,1350.0,47.2,2.0,9.300000000000011,6672.742796224721,94.4,0.2974992275302543,78.13067611261573,33.6,WARNING,0
5225,2026-01-04 15:05:00,L52404,L,303.9,313.2,1590.0,31.9,5.0,9.300000000000011,5311.490699424262,159.5,0.11492220061641088,96.61719530981776,17.9,CRITICAL,0
5226,2026-01-04 15:06:00,M20085,M,304.0,313.2,1437.0,53.9,7.0,9.199999999999989,8110.995328964665,377.3,0.720237168174449,93.27851931108982,20.7,CRITICAL,0
5227,2026-01-04 15:07:00,L52406,L,303.9,313.0,1403.0,48.3,10.0,9.100000000000023,7096.323733708232,483.0,0.5648400996295181,76.00255614690454,35.4,WARNING,0
5228,2026-01-04 15:08:00,L52407,L,303.9,313.1,1440.0,41.1,12.0,9.200000000000045,6197.733987001944,493.20000000000005,0.32795452817403753,60.43634617580857,48.6,WARNING,0
5229,2026-01-04 15:09:00,M20088,M,303.9,313.1,1343.0,61.4,14.0,9.200000000000045,8635.211951118168,859.6,3.863985496517646,87.94263032727358,25.2,WARNING,0
5230,2026-01-04 15:10:00,H34643,H,303.9,313.1,1790.0,26.7,17.0,9.200000000000045,5004.871256433899,453.9,0.14037539449966233,61.65897207404781,47.6,WARNING,0
5231,2026-01-04 15:11:00,M20090,M,303.8,313.1,2117.0,18.6,22.0,9.300000000000011,4123.4660215427475,409.20000000000005,0.15609330987161313,96.18675282493462,18.2,CRITICAL,0
5232,2026-01-04 15:12:00,L52411,L,303.8,313.1,1458.0,42.2,25.0,9.300000000000011,6443.155205100378,1055.0,0.18863344176241437,40.715357094269265,65.4,WATCH,0
5233,2026-01-04 15:13:00,L52412,L,303.6,312.9,1381.0,57.8,27.0,9.299999999999955,8358.919349210457,1560.6,0.33135161674539765,61.64491405245922,47.6,WARNING,0
5234,2026-01-04 15:14:00,L52413,L,303.6,312.9,1450.0,45.3,29.0,9.299999999999955,6878.5171150348515,1313.6999999999998,0.40048491014110266,47.91981930832801,59.3,WATCH,0
5235,2026-01-04 15:15:00,L52414,L,303.7,312.9,1461.0,50.1,31.0,9.199999999999989,7665.077667714128,1553.1000000000001,0.0805586870657093,50.21571882147454,57.3,WATCH,0
5236,2026-01-04 15:16:00,M20095,M,303.7,312.9,1511.0,41.0,33.0,9.199999999999989,6487.493549418043,1353.0,0.08132672842258466,46.58148881882101,60.4,WATCH,0
5237,2026-01-04 15:17:00,L52416,L,303.8,313.1,1394.0,45.4,36.0,9.300000000000011,6627.461974110979,1634.3999999999999,1.2858119428557797,39.382588684698064,66.5,WATCH,0
5238,2026-01-04 15:18:00,L52417,L,303.8,313.0,1499.0,42.3,38.0,9.199999999999989,6640.0388167008505,1607.3999999999999,0.09319869888278805,49.29166380221244,58.1,WATCH,0
5239,2026-01-04 15:19:00,L52418,L,303.7,313.0,1457.0,44.1,40.0,9.300000000000011,6728.631729532083,1764.0,0.1627986127780842,38.74524438218301,67.1,WATCH,0
5240,2026-01-04 15:20:00,L52419,L,303.7,313.0,1753.0,29.0,42.0,9.300000000000011,5323.6381910181435,1218.0,0.4872016321329929,54.54475077849214,53.6,WATCH,0
5241,2026-01-04 15:21:00,L52420,L,303.7,313.0,1694.0,28.0,44.0,9.300000000000011,4967.067424835703,1232.0,0.2950827556498308,45.55174628731595,61.3,WATCH,0
5242,2026-01-04 15:22:00,L52421,L,303.7,313.1,1683.0,28.4,46.0,9.400000000000034,5005.311079405402,1306.3999999999999,0.44044786532029784,41.06184530965211,65.1,WATCH,0
5243,2026-01-04 15:23:00,L52422,L,303.7,313.1,1496.0,47.4,48.0,9.400000000000034,7425.719723437122,2275.2,0.5191809972533452,35.56954296292002,69.8,WATCH,0
5244,2026-01-04 15:24:00,L52423,L,303.7,313.1,1721.0,34.8,50.0,9.400000000000034,6271.749909920519,1739.9999999999998,0.38654795220511995,38.61203269636363,67.2,WATCH,0
5245,2026-01-04 15:25:00,L52424,L,303.6,313.0,1593.0,31.6,52.0,9.399999999999977,5271.466809017529,1643.2,0.39046219607498983,30.35208045615602,74.2,WATCH,0
5246,2026-01-04 15:26:00,L52425,L,303.6,313.0,1575.0,38.3,54.0,9.399999999999977,6316.9574282056765,2068.2,0.32657461625801526,24.526882555350586,79.2,NORMAL,0
5247,2026-01-04 15:27:00,L52426,L,303.5,313.0,1465.0,41.0,56.0,9.5,6289.992091262364,2296.0,0.23388525239404998,28.562225735005363,75.7,NORMAL,0
5248,2026-01-04 15:28:00,L52427,L,303.6,313.1,1405.0,38.3,58.0,9.5,5635.127102621572,2221.3999999999996,0.7077451790546504,38.93655858812533,66.9,WATCH,0
5249,2026-01-04 15:29:00,M20108,M,303.5,313.0,1902.0,21.6,60.0,9.5,4302.222643532006,1296.0,0.25638566057761736,66.35303893855853,43.6,WARNING,0
5250,2026-01-04 15:30:00,M20109,M,303.4,312.9,1422.0,39.9,63.0,9.5,5941.568522028231,2513.7,0.7811624261183947,45.23398309924956,61.6,WATCH,0
5251,2026-01-04 15:31:00,L52430,L,303.5,312.9,1332.0,52.9,66.0,9.399999999999977,7378.847161045562,3491.4,0.5464632881769405,48.518751603428406,58.8,WATCH,0
5252,2026-01-04 15:32:00,M20111,M,303.4,312.9,1307.0,54.3,68.0,9.5,7431.9714928177655,3692.3999999999996,0.49248762693742165,48.39488417722067,58.9,WATCH,0
5253,2026-01-04 15:33:00,L52432,L,303.5,313.0,1322.0,59.5,71.0,9.5,8237.151217957318,4224.5,4.80486115817714,62.751581901910015,46.7,WARNING,0
5254,2026-01-04 15:34:00,L52433,L,303.5,313.0,1547.0,40.3,73.0,9.5,6528.65888515558,2941.8999999999996,0.09354938124379483,31.642435711334834,73.1,WATCH,0
5255,2026-01-04 15:35:00,L52434,L,303.5,313.1,1897.0,23.6,75.0,9.600000000000023,4688.2196609030725,1770.0,0.4846145659585336,51.00245526692613,56.6,WATCH,0
5256,2026-01-04 15:36:00,M20115,M,303.5,313.0,1403.0,51.9,77.0,9.5,7625.24227286661,3996.2999999999997,4.531636498861275,36.316392548185064,69.1,WATCH,0
5257,2026-01-04 15:37:00,L52436,L,303.5,313.0,1393.0,51.6,80.0,9.5,7527.130334295001,4128.0,2.8030350922330185,40.3579031345625,65.7,WATCH,0
5258,2026-01-04 15:38:00,L52437,L,303.5,313.0,1482.0,38.5,82.0,9.5,5974.995067862428,3157.0,0.15907345080376353,37.33986795601193,68.3,WATCH,0
5259,2026-01-04 15:39:00,M20118,M,303.5,312.9,1572.0,44.7,84.0,9.399999999999977,7358.4896406503,3754.8,0.20272915209654258,36.906287260707394,68.6,WATCH,0
5260,2026-01-04 15:40:00,L52439,L,303.5,312.9,1544.0,36.9,87.0,9.399999999999977,5966.261440285448,3210.2999999999997,0.14254197869304575,39.49954270398991,66.4,WATCH,0
5261,2026-01-04 15:41:00,M20120,M,303.5,313.0,1492.0,46.1,89.0,9.5,7202.7504208363425,4102.900000000001,0.3967778349442975,41.17800524435775,65.0,WATCH,0
5262,2026-01-04 15:42:00,L52441,L,303.4,312.8,1513.0,35.8,92.0,9.400000000000034,5672.187423958419,3293.6,0.10155697027588305,37.182904474995325,68.4,WATCH,0
5263,2026-01-04 15:43:00,L52442,L,303.4,312.8,1449.0,43.9,94.0,9.400000000000034,6661.33881489219,4126.599999999999,0.3257988890005153,33.002154588574925,71.9,WATCH,0
5264,2026-01-04 15:44:00,L52443,L,303.5,312.8,1877.0,22.3,96.0,9.300000000000011,4383.265262019111,2140.8,0.26786367175716386,60.38964872007416,48.7,WARNING,0
5265,2026-01-04 15:45:00,L52444,L,303.4,312.8,1376.0,53.4,98.0,9.400000000000034,7694.640054584408,5233.2,3.3864292545405856,44.82743686136048,61.9,WATCH,0
5266,2026-01-04 15:46:00,M20125,M,303.5,312.9,1883.0,23.3,100.0,9.399999999999977,4594.464064144441,2330.0,0.3411590448750479,57.99792788124798,50.7,WATCH,0
5267,2026-01-04 15:47:00,M20126,M,303.4,312.8,1518.0,38.7,103.0,9.400000000000034,6151.929566112606,3986.1000000000004,0.5843335685798996,20.11944878198517,82.9,NORMAL,0
5268,2026-01-04 15:48:00,M20127,M,303.5,312.9,1438.0,42.8,106.0,9.399999999999977,6445.123936496628,4536.799999999999,0.8747515257378333,19.278788441830287,83.6,NORMAL,0
5269,2026-01-04 15:49:00,L52448,L,303.4,312.9,1389.0,54.1,109.0,9.5,7869.15552649132,5896.900000000001,2.7004332809992895,47.82477696160037,59.3,WATCH,0
5270,2026-01-04 15:50:00,L52449,L,303.5,312.9,1504.0,44.8,111.0,9.399999999999977,7055.93332415858,4972.799999999999,0.4561336936063547,26.908042668154962,77.1,NORMAL,0
5271,2026-01-04 15:51:00,L52450,L,303.5,312.9,1275.0,64.4,113.0,9.399999999999977,8598.539092875264,7277.200000000001,6.624819081083907,79.56517318350423,32.4,WARNING,0
5272,2026-01-04 15:52:00,L52451,L,303.6,313.0,1534.0,39.7,115.0,9.399999999999977,6377.412142836257,4565.5,0.4320734425221599,29.356823183284718,75.0,NORMAL,0
5273,2026-01-04 15:53:00,M20132,M,303.6,313.0,1396.0,38.2,117.0,9.399999999999977,5584.411325217121,4469.400000000001,2.345479799506041,27.58644980993988,76.6,NORMAL,0
5274,2026-01-04 15:54:00,L52453,L,303.6,313.1,1395.0,44.1,120.0,9.5,6442.306975083909,5292.0,1.7044426982902463,28.34309488346271,75.9,NORMAL,0
5275,2026-01-04 15:55:00,L52454,L,303.6,313.0,1617.0,30.9,122.0,9.399999999999977,5232.353980480336,3769.7999999999997,0.29056768198509947,33.610517889563994,71.4,WATCH,0
5276,2026-01-04 15:56:00,L52455,L,303.7,313.1,1423.0,41.2,124.0,9.400000000000034,6139.467915253365,5108.8,0.4346852324277853,37.300396271086086,68.3,WATCH,0
5277,2026-01-04 15:57:00,L52456,L,303.5,313.0,1606.0,34.0,126.0,9.5,5718.117508553903,4284.0,0.2726337732663657,25.937525924163506,78.0,NORMAL,0
5278,2026-01-04 15:58:00,L52457,L,303.5,312.9,1501.0,44.0,128.0,9.399999999999977,6916.1115071228105,5632.0,0.20847585065514226,23.883862166341274,79.7,NORMAL,0
5279,2026-01-04 15:59:00,M20138,M,303.5,312.9,1618.0,30.4,130.0,9.399999999999977,5150.8715390217285,3952.0,0.34630737529524086,43.193775174046564,63.3,WATCH,0
5280,2026-01-04 16:00:00,L52459,L,303.6,313.0,1522.0,35.8,133.0,9.399999999999977,5705.928129057973,4761.4,0.40786205855171803,26.257192690016527,77.7,NORMAL,0
5281,2026-01-04 16:01:00,L52460,L,303.6,312.9,1480.0,41.4,135.0,9.299999999999955,6416.388835691793,5589.0,0.4820698590218004,41.92297806487623,64.4,WATCH,0
5282,2026-01-04 16:02:00,M20141,M,303.7,313.0,1469.0,39.9,137.0,9.300000000000011,6137.94947880413,5466.3,0.5188855836715885,36.499802327348675,69.0,WATCH,0
5283,2026-01-04 16:03:00,H34696,H,303.8,313.2,1381.0,52.4,140.0,9.399999999999977,7577.982247381106,7336.0,4.70998689693526,61.52521906189416,47.7,WARNING,0
5284,2026-01-04 16:04:00,L52463,L,303.8,313.2,1525.0,41.9,145.0,9.399999999999977,6691.330552758461,6075.5,3.2581867005168164,49.99261098143535,57.5,WATCH,0
5285,2026-01-04 16:05:00,M20144,M,303.8,313.2,1732.0,29.6,147.0,9.399999999999977,5368.688629670622,4351.2,0.7793144230434597,44.34236121435559,62.3,WATCH,0
5286,2026-01-04 16:06:00,L52465,L,303.8,313.1,1523.0,39.8,150.0,9.300000000000011,6347.629844480225,5970.0,1.1249748130572845,41.925179638827295,64.4,WATCH,0
5287,2026-01-04 16:07:00,L52466,L,303.8,313.1,1422.0,42.4,152.0,9.300000000000011,6313.847251478622,6444.8,2.9565648118623638,40.77080127774822,65.3,WATCH,0
5288,2026-01-04 16:08:00,H34701,H,303.8,313.2,1506.0,46.9,154.0,9.399999999999977,7396.502911758737,7222.599999999999,1.4445242652696142,50.2274218203444,57.3,WATCH,0
5289,2026-01-04 16:09:00,L52468,L,303.8,313.2,1531.0,39.4,159.0,9.399999999999977,6316.842236475045,6264.599999999999,1.6396268654547175,47.18759934027324,59.9,WATCH,0
5290,2026-01-04 16:10:00,M20149,M,303.9,313.3,1507.0,34.3,161.0,9.400000000000034,5412.974614110726,5522.299999999999,1.1608555838271593,55.69114488931404,52.7,WATCH,0
5291,2026-01-04 16:11:00,L52470,L,303.9,313.3,1526.0,40.7,164.0,9.400000000000034,6503.955494922854,6674.8,1.332323626818993,58.193054068416316,50.5,WATCH,0
5292,2026-01-04 16:12:00,L52471,L,303.8,313.3,1406.0,52.1,166.0,9.5,7670.994333878389,8648.6,6.713853073132801,64.97400009197732,44.8,WARNING,0
5293,2026-01-04 16:13:00,M20152,M,303.9,313.3,1567.0,35.0,168.0,9.400000000000034,5743.3549695377405,5880.0,1.30000297348576,54.72719141708042,53.5,WATCH,0
5294,2026-01-04 16:14:00,M20153,M,303.9,313.4,1464.0,49.1,171.0,9.5,7527.507325413431,8396.1,0.9846919762990115,67.834249241291,42.3,WARNING,0
5295,2026-01-04 16:15:00,L52474,L,303.9,313.4,1442.0,48.5,174.0,9.5,7323.785513803646,8439.0,10.573422886747538,71.98473843357685,38.8,WARNING,0
5296,2026-01-04 16:16:00,L52475,L,303.8,313.2,1336.0,47.8,176.0,9.399999999999977,6687.48733774557,8412.8,3.313486246423767,72.09422316748321,38.7,WARNING,0
5297,2026-01-04 16:17:00,H34710,H,303.8,313.2,1379.0,50.2,178.0,9.399999999999977,7249.308823962544,8935.6,8.53160816883,72.58073381266732,38.3,WARNING,0
5298,2026-01-04 16:18:00,L52477,L,303.7,313.1,1406.0,48.6,183.0,9.400000000000034,7155.668418934542,8893.800000000001,2.684044426549677,75.5247277009827,35.8,WARNING,0
5299,2026-01-04 16:19:00,M20158,M,303.7,313.1,2130.0,18.1,185.0,9.400000000000034,4037.260719128243,3348.5000000000005,0.09383884900068096,98.83089153590514,16.0,CRITICAL,0
5300,2026-01-04 16:20:00,L52479,L,303.7,313.1,1355.0,49.1,188.0,9.400000000000034,6967.057667988525,9230.800000000001,0.4571683647776518,64.60026402984953,45.1,WARNING,0
5301,2026-01-04 16:21:00,M20160,M,303.8,313.2,1710.0,26.5,190.0,9.399999999999977,4745.375703247383,5035.0,0.761550294808378,50.105931301560005,57.4,WATCH,0
5302,2026-01-04 16:22:00,L52481,L,303.8,313.1,1309.0,55.8,193.0,9.300000000000011,7648.9612974012125,10769.4,34.370385415464035,70.05589279081458,40.5,WARNING,0
5303,2026-01-04 16:23:00,L52482,L,303.9,313.1,1491.0,37.2,195.0,9.200000000000045,5808.302161662953,7254.000000000001,0.7649901003338413,43.74676113521798,62.8,WATCH,0
5304,2026-01-04 16:24:00,L52483,L,303.9,313.2,1481.0,44.1,197.0,9.300000000000011,6839.467118350732,8687.7,0.21866784885769952,52.91392980090765,55.0,WATCH,0
5305,2026-01-04 16:25:00,L52484,L,303.9,313.1,1425.0,49.3,199.0,9.200000000000045,7356.824596543896,9810.699999999999,1.0475359750441127,62.614521426158134,46.8,WARNING,0
5306,2026-01-04 16:26:00,H34719,H,303.9,313.2,1680.0,29.1,201.0,9.300000000000011,5119.539388289927,5849.1,2.2497265941712885,53.758728401817656,54.3,WATCH,0
5307,2026-01-04 16:27:00,H34720,H,304.0,313.2,1612.0,31.7,206.0,9.199999999999989,5351.221374516662,6530.2,6.123900153691253,56.53790549696267,51.9,WATCH,0
5308,2026-01-04 16:28:00,L52487,L,304.0,313.3,1530.0,34.8,211.0,9.300000000000011,5575.698641591164,7342.799999999999,21.927395473322868,48.622265532765624,58.7,WATCH,0
5309,2026-01-04 16:29:00,L52488,L,304.0,313.2,1481.0,42.6,213.0,9.199999999999989,6606.8321823524075,9073.800000000001,20.650243970252557,43.85119196944622,62.7,WATCH,0
5310,2026-01-04 16:30:00,M20169,M,303.9,313.2,1422.0,48.0,215.0,9.300000000000011,7147.751605447496,10320.0,82.47945699842619,54.69019603130929,17.5,CRITICAL,1
5311,2026-01-04 16:31:00,L52490,L,303.8,313.0,1427.0,43.0,0.0,9.199999999999989,6425.708893897444,0.0,0.7266897260014804,52.064225150367136,55.7,WATCH,0
5312,2026-01-04 16:32:00,H34725,H,303.7,312.9,1460.0,49.8,2.0,9.199999999999989,7613.963955240223,99.6,0.0943830410065036,56.10710722127824,52.3,WATCH,0
5313,2026-01-04 16:33:00,L52492,L,303.6,312.9,1873.0,23.5,7.0,9.299999999999955,4609.292381469385,164.5,0.18276270527678343,71.96335267920043,38.8,WARNING,0
5314,2026-01-04 16:34:00,M20173,M,303.7,312.9,1566.0,32.6,9.0,9.199999999999989,5346.111050466822,293.40000000000003,0.09131754581940527,53.512659359742244,54.5,WATCH,0
5315,2026-01-04 16:35:00,L52494,L,303.6,312.8,1701.0,30.8,12.0,9.199999999999989,5486.351746523072,369.6,0.10922699621270032,61.04549193557529,48.1,WARNING,0
5316,2026-01-04 16:36:00,L52495,L,303.6,312.8,1710.0,27.2,14.0,9.199999999999989,4870.725250125615,380.8,0.2436626746294996,56.003035034232816,52.4,WATCH,0
5317,2026-01-04 16:37:00,M20176,M,303.6,312.8,1689.0,33.1,16.0,9.199999999999989,5854.452157744187,529.6,0.1788723428879874,61.02258762001591,48.1,WARNING,0
5318,2026-01-04 16:38:00,L52497,L,303.6,312.7,1637.0,32.9,19.0,9.099999999999966,5639.923267406051,625.1,0.22840550905254267,58.17529828244089,50.6,WATCH,0
5319,2026-01-04 16:39:00,L52498,L,303.5,312.6,1496.0,39.0,21.0,9.100000000000023,6109.76939270143,819.0,0.23481325850239795,63.40521651564202,46.1,WARNING,0
5320,2026-01-04 16:40:00,M20179,M,303.5,312.7,1402.0,47.0,23.0,9.199999999999989,6900.403543854861,1081.0,1.6132073820058852,60.533121728197756,48.5,WARNING,0
5321,2026-01-04 16:41:00,L52500,L,303.4,312.7,1363.0,45.5,26.0,9.300000000000011,6494.35269337838,1183.0,0.3360767508379834,59.66012909602245,49.3,WARNING,0
5322,2026-01-04 16:42:00,M20181,M,303.4,312.7,1576.0,49.9,28.0,9.300000000000011,8235.412870022332,1397.2,0.19003209112224784,58.29153604058636,50.5,WATCH,0
5323,2026-01-04 16:43:00,M20182,M,303.4,312.7,1357.0,55.3,31.0,9.300000000000011,7858.39033566502,1714.3,4.5941080465069195,47.060992817142555,60.0,WATCH,0
5324,2026-01-04 16:44:00,M20183,M,303.4,312.7,1399.0,48.4,34.0,9.300000000000011,7090.742170760355,1645.6,3.6924465675387466,31.176558966060213,73.5,WATCH,0
5325,2026-01-04 16:45:00,M20184,M,303.4,312.8,1526.0,30.8,37.0,9.400000000000034,4921.912266428106,1139.6000000000001,0.37696601541319874,31.492329268241853,73.2,WATCH,0
5326,2026-01-04 16:46:00,L52505,L,303.5,312.7,1694.0,27.3,40.0,9.199999999999989,4842.89073921481,1092.0,0.45426857729715125,40.936386410064976,65.2,WATCH,0
5327,2026-01-04 16:47:00,M20186,M,303.5,312.7,1420.0,49.1,42.0,9.199999999999989,7301.270766452918,2062.2000000000003,3.4980331273472762,26.534266049135596,77.4,NORMAL,0
5328,2026-01-04 16:48:00,M20187,M,303.5,312.7,2116.0,16.7,45.0,9.199999999999989,3700.502930614441,751.5,0.21537327128889533,94.61381246550658,19.6,CRITICAL,0
5329,2026-01-04 16:49:00,M20188,M,303.7,312.9,1406.0,41.9,48.0,9.199999999999989,6169.187381756324,2011.1999999999998,0.7537823588705369,36.103981933820755,69.3,WATCH,0
5330,2026-01-04 16:50:00,L52509,L,303.7,313.0,1456.0,45.5,51.0,9.300000000000011,6937.474337167221,2320.5,0.22655907112861165,33.89532214079091,71.2,WATCH,0
5331,2026-01-04 16:51:00,L52510,L,303.6,312.9,1588.0,31.9,53.0,9.299999999999955,5304.809579047629,1690.6999999999998,0.2823693702458146,35.39927582035399,69.9,WATCH,0
5332,2026-01-04 16:52:00,L52511,L,303.7,312.8,1448.0,44.5,55.0,9.100000000000023,6747.722140890397,2447.5,0.2548831335404624,24.891874353498384,78.8,NORMAL,0
5333,2026-01-04 16:53:00,H34746,H,303.6,312.7,1403.0,46.2,57.0,9.099999999999966,6787.787919199179,2633.4,0.8053336331775613,41.28109638666969,64.9,WATCH,0
5334,2026-01-04 16:54:00,M20193,M,303.5,312.6,1405.0,51.6,62.0,9.100000000000023,7591.972806665095,3199.2000000000003,0.3543784616707423,41.553067001733766,64.7,WATCH,0
5335,2026-01-04 16:55:00,M20194,M,303.4,312.6,2706.0,9.8,65.0,9.200000000000045,2777.0422420672335,637.0,99.01351625604362,99.99999465438661,1.0,CRITICAL,1
5336,2026-01-04 16:56:00,M20195,M,303.3,312.4,1505.0,38.9,68.0,9.099999999999966,6130.765703602921,2645.2,0.23320433170648225,57.04771532316223,51.5,WATCH,0
5337,2026-01-04 16:57:00,L52516,L,303.2,312.4,1663.0,33.7,71.0,9.199999999999989,5868.819708146605,2392.7000000000003,0.33432637851450103,67.86555146154276,42.3,WARNING,0
5338,2026-01-04 16:58:00,M20197,M,303.3,312.6,1482.0,44.4,73.0,9.300000000000011,6890.6436626777095,3241.2,0.3391507373870969,56.640800993156304,51.9,WATCH,0
5339,2026-01-04 16:59:00,M20198,M,303.3,312.5,1674.0,32.7,76.0,9.199999999999989,5732.338451299152,2485.2000000000003,0.36979865131161854,70.42092950730284,40.1,WARNING,0
5340,2026-01-04 17:00:00,M20199,M,303.4,312.7,1594.0,32.8,79.0,9.300000000000011,5475.083900872195,2591.2,0.202256847718965,77.83152097854195,33.8,WARNING,0
5341,2026-01-04 17:01:00,L52520,L,303.5,312.7,1393.0,49.3,82.0,9.199999999999989,7191.618710867123,4042.6,6.851316860655221,66.47766221546854,43.5,WARNING,0
5342,2026-01-04 17:02:00,H34755,H,303.5,312.8,1404.0,55.8,84.0,9.300000000000011,8204.080719290529,4687.2,3.805528885473719,84.92161329559147,27.8,WARNING,0
5343,2026-01-04 17:03:00,M20202,M,303.5,312.8,1375.0,45.7,89.0,9.300000000000011,6580.32761233162,4067.3,0.4056117863672634,47.41263217795399,59.7,WATCH,0
5344,2026-01-04 17:04:00,L52523,L,303.5,312.8,1607.0,38.4,92.0,9.300000000000011,6462.1304247280605,3532.7999999999997,1.623536967849853,51.45057758969178,56.3,WATCH,0
5345,2026-01-04 17:05:00,L52524,L,303.4,312.8,1360.0,50.8,94.0,9.400000000000034,7234.878441707055,4775.2,1.5899998672544307,49.38245983694026,58.0,WATCH,0
5346,2026-01-04 17:06:00,L52525,L,303.5,312.8,1524.0,39.4,96.0,9.300000000000011,6287.960528013042,3782.3999999999996,1.3312345592151282,37.71423573790957,67.9,WATCH,0
5347,2026-01-04 17:07:00,L52526,L,303.4,312.7,1534.0,35.5,98.0,9.300000000000011,5702.723704551312,3479.0,0.40855925602145005,45.32961691935248,61.5,WATCH,0
5348,2026-01-04 17:08:00,L52527,L,303.3,312.7,1262.0,63.8,100.0,9.399999999999977,8431.573915312478,6380.0,3.638958318195382,79.81204936385326,32.2,WARNING,0
5349,2026-01-04 17:09:00,L52528,L,303.3,312.6,1623.0,34.6,102.0,9.300000000000011,5880.621624548589,3529.2000000000003,0.4811788887787264,41.6412659827752,64.6,WATCH,0
5350,2026-01-04 17:10:00,M20209,M,303.3,312.7,1642.0,33.6,104.0,9.399999999999977,5777.514553657773,3494.4,0.07650572320056384,28.291187438101822,76.0,NORMAL,0
5351,2026-01-04 17:11:00,M20210,M,303.4,312.8,1622.0,35.1,107.0,9.400000000000034,5961.926042423494,3755.7000000000003,0.3445350986759911,20.18845379084014,82.8,NORMAL,0
5352,2026-01-04 17:12:00,M20211,M,303.5,312.9,1530.0,34.5,110.0,9.399999999999977,5527.632273991241,3795.0,0.3773380861556683,23.198253071045716,80.3,NORMAL,0
5353,2026-01-04 17:13:00,M20212,M,303.4,312.8,1590.0,36.3,113.0,9.400000000000034,6044.110106241402,4101.9,0.22159920514271925,36.58159484735063,68.9,WATCH,0
5354,2026-01-04 17:14:00,L52533,L,303.4,312.7,1589.0,34.0,116.0,9.300000000000011,5657.58949009474,3944.0,0.2656925699821131,24.74938424847157,79.0,NORMAL,0
5355,2026-01-04 17:15:00,L52534,L,303.4,312.6,1462.0,37.5,118.0,9.200000000000045,5741.260574435348,4425.0,0.2694223099868788,25.499797493633768,78.3,NORMAL,0
5356,2026-01-04 17:16:00,H34769,H,303.3,312.5,1328.0,49.8,120.0,9.199999999999989,6925.578172985628,5976.0,0.47209271309554757,42.92210467707737,63.5,WATCH,0
5357,2026-01-04 17:17:00,H34770,H,303.3,312.6,1692.0,29.0,125.0,9.300000000000011,5138.388944211465,3625.0,0.3341556962946124,39.83474272843706,66.1,WATCH,0
5358,2026-01-04 17:18:00,L52537,L,303.3,312.5,1968.0,20.6,130.0,9.199999999999989,4245.422648355103,2678.0,0.1479058848967506,53.24361978153868,54.7,WATCH,0
5359,2026-01-04 17:19:00,H34772,H,303.3,312.6,1827.0,24.2,132.0,9.300000000000011,4630.0164210075645,3194.4,0.3807831418428566,38.44604225676047,67.3,WATCH,0
5360,2026-01-04 17:20:00,M20219,M,303.3,312.6,1397.0,47.1,137.0,9.300000000000011,6890.423751191957,6452.7,5.057547682254474,30.238821952072026,74.3,WATCH,0
5361,2026-01-04 17:21:00,L52540,L,303.3,312.6,1463.0,44.0,140.0,9.300000000000011,6741.02007656274,6160.0,0.5470192098028921,29.811210082014465,74.7,WATCH,0
5362,2026-01-04 17:22:00,L52541,L,303.3,312.7,1643.0,30.7,142.0,9.399999999999977,5282.07492021115,4359.4,0.8173382162311911,32.634243102431334,72.3,WATCH,0
5363,2026-01-04 17:23:00,L52542,L,303.2,312.6,1281.0,57.0,144.0,9.400000000000034,7646.3223595721975,8208.0,2.8238354735964366,70.43129639651553,40.1,WARNING,0
5364,2026-01-04 17:24:00,L52543,L,303.2,312.5,1518.0,39.9,146.0,9.300000000000011,6342.687072038578,5825.4,0.35784858359306465,34.218396640601576,70.9,WATCH,0
5365,2026-01-04 17:25:00,L52544,L,303.2,312.6,1601.0,35.3,148.0,9.400000000000034,5918.268376514107,5224.4,0.6062730683581519,29.52956798018166,74.9,WATCH,0
5366,2026-01-04 17:26:00,L52545,L,303.1,312.6,1548.0,36.4,150.0,9.5,5900.664985678493,5460.0,0.7312311857232545,24.759484511797922,79.0,NORMAL,0
5367,2026-01-04 17:27:00,H34780,H,303.1,312.6,1404.0,40.6,152.0,9.5,5969.277369232895,6171.2,0.921566119252954,25.926923590233464,78.0,NORMAL,0
