product_id,product_type,timestamp,health_score,failure_probability_pct,anomaly_score_pct,risk_tier,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min
L51537,L,2026-01-04 00:38:00,66.4,7.779947904222043,39.502827330089964,WATCH,302.0,309.9,1407.0,52.8,154.0
L51540,L,2026-01-04 00:41:00,72.0,0.9137800478307834,32.93960642425457,WATCH,302.1,310.1,1543.0,35.8,164.0
L51542,L,2026-01-04 00:43:00,62.7,7.620495527745796,43.903237630591725,WATCH,302.1,310.1,1447.0,46.6,169.0
L51545,L,2026-01-04 00:46:00,62.6,0.9666430580313206,43.96774700768631,WATCH,302.0,310.0,1449.0,48.8,181.0
L51546,L,2026-01-04 00:47:00,52.5,4.439872527321509,55.84818579106143,WATCH,302.0,309.9,1388.0,51.4,183.0
L51548,L,2026-01-04 00:49:00,81.7,0.7116739088144325,21.560350335329844,NORMAL,302.0,310.0,1664.0,28.6,190.0
L51550,L,2026-01-04 00:51:00,0.3,99.74086832721807,43.642218934579006,CRITICAL,302.0,309.9,1308.0,57.6,197.0
L51551,L,2026-01-04 00:52:00,82.0,1.7319712975212835,21.147506038380882,NORMAL,302.0,309.8,1480.0,40.0,199.0
L51554,L,2026-01-04 00:55:00,63.1,36.925446722658606,33.08884304465588,WATCH,302.0,309.7,1551.0,34.8,207.0
L51555,L,2026-01-04 00:56:00,58.4,19.77867588465263,48.90647691009135,WATCH,302.0,309.7,1414.0,36.3,209.0
L51560,L,2026-01-04 01:01:00,21.1,78.85410166561438,48.231060492875514,CRITICAL,301.9,309.6,1410.0,49.0,223.0
L51561,L,2026-01-04 01:02:00,58.0,42.02472922263781,38.711321485216,WATCH,301.9,309.6,1446.0,43.2,225.0
L51562,L,2026-01-04 01:03:00,60.6,39.380768030471565,40.7216302385084,WATCH,301.8,309.5,1525.0,39.6,227.0
L51563,L,2026-01-04 01:04:00,0.2,99.75109192906504,77.71052161481637,CRITICAL,301.7,309.5,1298.0,65.5,229.0
L51564,L,2026-01-04 01:05:00,59.2,32.54445319871132,48.010161568831386,WATCH,301.8,309.6,1443.0,42.7,231.0
L51565,L,2026-01-04 01:06:00,8.2,91.77709528151988,45.80988951369201,CRITICAL,301.8,309.7,1442.0,45.3,233.0
L51566,L,2026-01-04 01:07:00,56.2,0.12813789111141125,51.52198675125261,WATCH,301.9,309.7,1719.0,31.9,0.0
L51567,L,2026-01-04 01:08:00,68.1,0.44485767600239684,37.514738576753395,WATCH,302.0,309.8,1532.0,39.4,2.0
L51568,L,2026-01-04 01:09:00,45.0,1.0102121553836931,64.70158496766314,WARNING,302.0,309.8,1701.0,27.2,4.0
L51572,L,2026-01-04 01:13:00,55.1,0.8439168698448607,52.85093444723936,WATCH,302.2,310.1,1458.0,45.1,15.0
L51574,L,2026-01-04 01:15:00,50.9,0.45814861457704875,57.72363320225742,WATCH,302.2,310.0,1483.0,48.7,20.0
L51575,L,2026-01-04 01:16:00,59.6,0.22963003265398357,47.58350339598519,WATCH,302.3,310.1,1513.0,40.4,22.0
L51577,L,2026-01-04 01:18:00,60.9,0.29676701881863476,45.953083505556805,WATCH,302.4,310.2,1539.0,37.7,29.0
L51579,L,2026-01-04 01:20:00,61.6,0.3510136980435659,45.15018386942914,WATCH,302.3,310.1,1653.0,29.7,34.0
L51580,L,2026-01-04 01:21:00,0.4,99.55955536893785,34.75780145856849,CRITICAL,302.3,310.1,1353.0,50.9,36.0
L51583,L,2026-01-04 01:24:00,57.6,5.743782796596721,49.879105031377435,WATCH,302.3,310.1,1388.0,49.9,48.0
L51585,L,2026-01-04 01:26:00,0.4,99.61585302485813,52.59061207307302,CRITICAL,302.4,310.2,1331.0,45.5,53.0
L51586,L,2026-01-04 01:27:00,0.4,99.6068207066913,71.80340015350691,CRITICAL,302.5,310.3,1326.0,58.5,55.0
L51587,L,2026-01-04 01:28:00,56.8,5.257993759506655,50.8029612737832,WATCH,302.3,310.2,1394.0,55.4,57.0
L51588,L,2026-01-04 01:29:00,35.3,0.23428907605216528,76.161160985564,WARNING,302.4,310.1,2009.0,18.9,59.0
L51590,L,2026-01-04 01:31:00,68.0,0.19728761120755495,37.66079164178237,WATCH,302.5,310.2,1586.0,32.2,64.0
L51591,L,2026-01-04 01:32:00,59.8,0.17296330865642556,47.275283263673685,WATCH,302.5,310.3,1688.0,31.6,66.0
L51592,L,2026-01-04 01:33:00,69.9,0.8482788497727696,35.444734966146825,WATCH,302.6,310.5,1450.0,43.2,68.0
L51594,L,2026-01-04 01:35:00,57.3,0.6731793543151682,50.18238923942286,WATCH,302.7,310.5,1520.0,39.3,73.0
L51595,L,2026-01-04 01:36:00,71.8,0.3084938175476928,33.22419931890051,WATCH,302.6,310.4,1514.0,42.7,75.0
L51597,L,2026-01-04 01:38:00,0.2,99.82153644263883,68.46172692841607,CRITICAL,302.6,310.4,1365.0,66.8,80.0
L51598,L,2026-01-04 01:39:00,62.9,0.06367654368514238,43.69196219294879,WATCH,302.6,310.3,1642.0,33.2,82.0
L51601,L,2026-01-04 01:42:00,0.4,99.62759378175096,99.99999465438661,CRITICAL,302.6,310.2,1325.0,62.4,92.0
L51605,L,2026-01-04 01:46:00,34.5,0.36949673539516087,77.0183199834351,WARNING,302.5,310.2,1547.0,36.9,103.0
L51606,L,2026-01-04 01:47:00,34.7,0.6072596948595119,76.8241272966199,WARNING,302.6,310.3,1479.0,40.4,105.0
L51608,L,2026-01-04 01:49:00,15.0,0.5286067697848085,99.99999465438661,CRITICAL,302.4,310.1,1906.0,21.2,110.0
L51612,L,2026-01-04 01:53:00,31.7,1.4099496943873295,80.33168316787516,WARNING,302.4,310.2,1445.0,46.4,125.0
L51614,L,2026-01-04 01:55:00,64.1,0.5211603061558056,42.274935103368435,WATCH,302.4,310.1,1556.0,32.9,132.0
L51615,L,2026-01-04 01:56:00,0.4,99.5779231847861,46.290899384440955,CRITICAL,302.3,310.1,1321.0,52.7,134.0
L51617,L,2026-01-04 01:58:00,81.9,0.2955752396822544,21.25127420464331,NORMAL,302.4,310.2,1578.0,31.2,139.0
L51618,L,2026-01-04 01:59:00,70.7,3.077910612154854,34.47760536520988,WATCH,302.4,310.1,1418.0,52.3,141.0
L51620,L,2026-01-04 02:01:00,81.2,0.8437663288807138,22.082251159777314,NORMAL,302.5,310.3,1446.0,44.0,146.0
L51621,L,2026-01-04 02:02:00,0.4,99.63492924369821,41.858328059431805,CRITICAL,302.5,310.2,1329.0,50.6,148.0
L51622,L,2026-01-04 02:03:00,78.7,0.40349423375296556,25.0653663254335,NORMAL,302.5,310.2,1563.0,34.8,150.0
L51623,L,2026-01-04 02:04:00,50.4,6.832546705332765,58.334065975705066,WATCH,302.5,310.3,1405.0,57.4,152.0
L51624,L,2026-01-04 02:05:00,15.0,0.6114979364372002,99.99999465438661,CRITICAL,302.4,310.2,2224.0,16.0,154.0
L51625,L,2026-01-04 02:06:00,60.7,0.37284933434577744,46.213369631089904,WATCH,302.5,310.2,1716.0,29.9,156.0
L51626,L,2026-01-04 02:07:00,77.1,0.38137854753544853,26.975826142745735,NORMAL,302.5,310.3,1584.0,35.5,158.0
L51628,L,2026-01-04 02:09:00,0.4,99.58030776994812,30.7654381511145,CRITICAL,302.4,310.3,1374.0,51.2,163.0
L51630,L,2026-01-04 02:11:00,78.4,0.6289335180223787,25.383371547371226,NORMAL,302.5,310.3,1551.0,37.3,168.0
L51631,L,2026-01-04 02:12:00,76.7,0.4178321025411534,27.45784665351106,NORMAL,302.5,310.3,1549.0,40.9,170.0
L51633,L,2026-01-04 02:14:00,57.8,3.7561676230654197,49.61377630998552,WATCH,302.4,310.2,1400.0,53.7,175.0
L51634,L,2026-01-04 02:15:00,60.5,1.5116534401167463,46.526081026935806,WATCH,302.4,310.1,1401.0,48.8,177.0
L51636,L,2026-01-04 02:17:00,74.1,0.629367244079625,30.516703590902626,WATCH,302.3,310.1,1487.0,46.0,184.0
L51638,L,2026-01-04 02:19:00,67.4,0.873168714533413,38.32427399071541,WATCH,302.6,310.4,1478.0,47.7,189.0
L51639,L,2026-01-04 02:20:00,55.0,0.8235234652003881,52.90670756772632,WATCH,302.6,310.4,1743.0,26.3,191.0
L51640,L,2026-01-04 02:21:00,72.4,2.140333426082176,32.45091934025175,WATCH,302.6,310.5,1596.0,32.8,193.0
L51641,L,2026-01-04 02:22:00,66.7,2.262249115194476,39.12908440678848,WATCH,302.7,310.5,1642.0,30.8,195.0
L51642,L,2026-01-04 02:23:00,0.3,99.70204106024548,92.02958822412054,CRITICAL,302.7,310.5,1263.0,67.8,197.0
L51643,L,2026-01-04 02:24:00,31.9,0.46775851238770316,80.13203095071303,WARNING,302.8,310.6,2016.0,19.9,199.0
L51644,L,2026-01-04 02:25:00,60.4,6.224813665182176,46.59639013862628,WATCH,302.8,310.6,1671.0,30.5,201.0
L51645,L,2026-01-04 02:26:00,56.2,23.79961342041276,51.55017483750945,WATCH,302.8,310.6,1404.0,43.2,203.0
L51646,L,2026-01-04 02:27:00,58.2,41.05127440106885,49.17913953348504,WATCH,302.8,310.6,1470.0,41.1,205.0
L51647,L,2026-01-04 02:28:00,39.2,34.072168218887846,71.56073462016943,WARNING,302.8,310.6,1617.0,37.9,207.0
L51648,L,2026-01-04 02:29:00,56.5,43.4813920365126,51.2257951887133,WATCH,302.7,310.5,1725.0,29.0,209.0
L51649,L,2026-01-04 02:30:00,9.5,90.45299800403409,52.93013039932218,CRITICAL,302.7,310.5,1446.0,40.9,211.0
L51650,L,2026-01-04 02:31:00,55.4,0.44791734532955496,52.43270410433527,WATCH,302.7,310.6,1564.0,34.3,0.0
L51651,L,2026-01-04 02:32:00,52.7,1.1664389467961775,55.629425985252404,WATCH,302.8,310.6,1670.0,29.1,2.0
L51652,L,2026-01-04 02:33:00,54.8,0.4286405276989967,53.170545761406004,WATCH,302.7,310.6,1501.0,48.7,4.0
L51653,L,2026-01-04 02:34:00,60.7,0.2511521382042693,46.198931698298225,WATCH,302.7,310.5,1551.0,35.9,6.0
L51654,L,2026-01-04 02:35:00,63.9,0.4133896276351887,42.50030471405143,WATCH,302.7,310.5,1563.0,35.0,8.0
L51655,L,2026-01-04 02:36:00,0.4,99.57131914558549,49.56081686444169,CRITICAL,302.7,310.5,1351.0,41.8,10.0
L51656,L,2026-01-04 02:37:00,49.2,1.1176994341234858,59.803552255192635,WARNING,302.6,310.4,1415.0,52.1,12.0
L51657,L,2026-01-04 02:38:00,53.7,0.07584261892923365,54.454336801901974,WATCH,302.6,310.3,1647.0,34.2,14.0
L51658,L,2026-01-04 02:39:00,59.4,0.11417107098460398,47.73388291299131,WATCH,302.5,310.2,1477.0,41.6,16.0
L51659,L,2026-01-04 02:40:00,34.2,0.16338711679330536,77.44200169106091,WARNING,302.6,310.2,1923.0,21.5,18.0
L51663,L,2026-01-04 02:44:00,77.6,0.18526830518431536,26.296698706210343,NORMAL,302.7,310.4,1489.0,42.7,33.0
L51665,L,2026-01-04 02:46:00,76.6,0.14028314744226555,27.509879122845593,NORMAL,302.7,310.4,1542.0,35.7,38.0
L51667,L,2026-01-04 02:48:00,83.0,1.8378708299111424,19.96926947270616,NORMAL,302.5,310.5,1436.0,36.5,43.0
L51669,L,2026-01-04 02:50:00,86.5,0.36693467714282313,15.826519305555742,NORMAL,302.5,310.4,1487.0,40.2,48.0
L51670,L,2026-01-04 02:51:00,45.1,0.598060978695407,64.54098859297164,WARNING,302.5,310.4,1967.0,20.3,50.0
L51673,L,2026-01-04 02:54:00,76.0,0.7762190405343536,28.183327795173795,NORMAL,302.7,310.5,1511.0,37.7,60.0
L51675,L,2026-01-04 02:56:00,0.4,99.59663057878862,66.16757591117259,CRITICAL,302.6,310.4,1359.0,57.2,67.0
L51677,L,2026-01-04 02:58:00,67.2,0.16012981520256556,38.59701158898492,WATCH,302.5,310.3,1523.0,36.0,72.0
L51680,L,2026-01-04 03:01:00,66.2,0.31701845222171116,39.70959729219726,WATCH,302.6,310.4,1638.0,36.2,84.0
L51681,L,2026-01-04 03:02:00,0.4,99.60612270180775,51.43055509056411,CRITICAL,302.5,310.2,1307.0,54.0,86.0
L51682,L,2026-01-04 03:03:00,79.2,0.3978538649809639,24.430545214697627,NORMAL,302.4,310.2,1642.0,28.3,88.0
L51684,L,2026-01-04 03:05:00,72.3,0.3091394492624828,32.57328089478262,WATCH,302.4,310.1,1645.0,31.6,93.0
L51685,L,2026-01-04 03:06:00,71.9,1.3432254183261243,33.02809364959,WATCH,302.4,310.1,1426.0,46.8,95.0
L51687,L,2026-01-04 03:08:00,70.3,0.25237558262402704,34.93909859130092,WATCH,302.4,310.1,1709.0,31.8,100.0
L51688,L,2026-01-04 03:09:00,68.3,2.416999190129375,37.31006561809571,WATCH,302.4,310.0,1426.0,46.6,102.0
L51689,L,2026-01-04 03:10:00,82.2,1.0341745643611775,20.929295680642962,NORMAL,302.4,310.1,1429.0,43.7,104.0
L51690,L,2026-01-04 03:11:00,0.4,99.59118611196025,52.236745753759095,CRITICAL,302.4,310.2,1346.0,62.4,106.0
L51691,L,2026-01-04 03:12:00,80.9,0.4314463850343584,22.427070007039678,NORMAL,302.5,310.2,1454.0,43.0,108.0
L51693,L,2026-01-04 03:14:00,56.4,1.6169023038905748,51.31944926077252,WATCH,302.4,310.3,1900.0,24.4,113.0
L51694,L,2026-01-04 03:15:00,87.1,0.648743938681499,15.208124626607782,NORMAL,302.4,310.3,1479.0,36.2,115.0
L51695,L,2026-01-04 03:16:00,78.5,5.401782026036109,25.335661604769637,NORMAL,302.5,310.4,1415.0,48.2,117.0
L51696,L,2026-01-04 03:17:00,86.2,0.6391935644727055,16.216676472205542,NORMAL,302.5,310.3,1539.0,39.0,119.0
L51697,L,2026-01-04 03:18:00,85.1,0.5426538384691555,17.53003789723445,NORMAL,302.4,310.3,1520.0,31.6,121.0
L51698,L,2026-01-04 03:19:00,80.5,0.3124780569674217,22.91641479000346,NORMAL,302.4,310.3,1480.0,45.8,123.0
L51699,L,2026-01-04 03:20:00,82.1,0.3038916114005716,21.029212460873314,NORMAL,302.4,310.4,1666.0,29.7,125.0
L51700,L,2026-01-04 03:21:00,86.5,0.8219006678466861,15.921626192122003,NORMAL,302.4,310.4,1456.0,47.6,127.0
L51701,L,2026-01-04 03:22:00,71.7,0.46492056628482675,33.26423567772712,WATCH,302.4,310.4,1865.0,23.9,129.0
L51703,L,2026-01-04 03:24:00,79.0,0.7586488654761306,24.75727818936056,NORMAL,302.5,310.4,1488.0,48.4,134.0
L51706,L,2026-01-04 03:27:00,82.9,0.27009939444216025,20.176141723386685,NORMAL,302.4,310.4,1521.0,38.5,142.0
L51708,L,2026-01-04 03:29:00,85.4,0.8044620196850223,17.1871418882259,NORMAL,302.5,310.5,1507.0,39.5,147.0
L51710,L,2026-01-04 03:31:00,82.8,0.4691391622665439,20.254788804829733,NORMAL,302.5,310.4,1487.0,42.0,152.0
L51711,L,2026-01-04 03:32:00,83.2,0.4691391622665439,19.787246989191093,NORMAL,302.5,310.5,1520.0,41.2,154.0
L51714,L,2026-01-04 03:35:00,73.0,0.6466532987518648,31.71818155995178,WATCH,302.4,310.2,1633.0,28.0,164.0
L51715,L,2026-01-04 03:36:00,85.9,0.5362428464574086,16.628661164662546,NORMAL,302.4,310.2,1503.0,36.2,166.0
L51716,L,2026-01-04 03:37:00,0.4,99.63580953731058,35.97777479877309,CRITICAL,302.4,310.2,1351.0,45.1,168.0
L51717,L,2026-01-04 03:38:00,67.4,0.9263179304840836,38.346246700400684,WATCH,302.3,310.2,1548.0,35.3,170.0
L51718,L,2026-01-04 03:39:00,44.8,0.9274264842072524,64.95671331529394,WARNING,302.4,310.3,1923.0,23.3,172.0
L51719,L,2026-01-04 03:40:00,77.0,0.7849533594230135,27.089847219658107,NORMAL,302.5,310.3,1592.0,32.6,174.0
L51721,L,2026-01-04 03:42:00,77.9,2.131579179191428,26.00960172584465,NORMAL,302.5,310.4,1427.0,46.8,179.0
L51724,L,2026-01-04 03:45:00,0.4,99.6003887220349,50.72655264000263,CRITICAL,302.5,310.4,1349.0,55.1,187.0
L51725,L,2026-01-04 03:46:00,83.1,1.219270074586867,19.91896158051789,NORMAL,302.5,310.5,1463.0,43.0,189.0
L51728,L,2026-01-04 03:49:00,82.8,2.077566912645162,20.265402301477558,NORMAL,302.6,310.5,1511.0,37.2,197.0
L51729,L,2026-01-04 03:50:00,78.2,2.379707091245957,25.675555608682565,NORMAL,302.6,310.6,1549.0,37.5,199.0
L51733,L,2026-01-04 03:54:00,66.2,0.4637352821513346,39.81338449745389,WATCH,302.6,310.5,1461.0,45.4,0.0
L51734,L,2026-01-04 03:55:00,56.6,0.2563926663319548,51.104678978983166,WATCH,302.6,310.5,1748.0,28.2,2.0
L51735,L,2026-01-04 03:56:00,63.0,0.3134946981323016,43.50088006806736,WATCH,302.7,310.6,1690.0,26.7,4.0
L51737,L,2026-01-04 03:58:00,63.3,0.2654285039927945,43.20817736531302,WATCH,302.7,310.6,1686.0,26.3,9.0
L51738,L,2026-01-04 03:59:00,0.4,99.59735338517889,32.19403606461486,CRITICAL,302.7,310.7,1369.0,47.5,11.0
L51739,L,2026-01-04 04:00:00,73.9,0.4783379108175445,30.692442895457017,WATCH,302.7,310.7,1433.0,43.7,13.0
L51740,L,2026-01-04 04:01:00,77.6,0.12063752687937862,26.331146040606356,NORMAL,302.7,310.7,1597.0,41.9,15.0
L51741,L,2026-01-04 04:02:00,67.3,0.1765982650158401,38.52659522088549,WATCH,302.9,310.8,1610.0,32.2,17.0
L51742,L,2026-01-04 04:03:00,50.4,3.435978714748537,58.30853763316615,WATCH,302.7,310.7,1398.0,57.7,19.0
L51743,L,2026-01-04 04:04:00,34.2,0.63754741193636,77.38586870792687,WARNING,302.7,310.7,1977.0,20.0,21.0
L51744,L,2026-01-04 04:05:00,72.7,0.4263546197247896,32.0694771216398,WATCH,302.8,310.8,1516.0,39.5,23.0
L51746,L,2026-01-04 04:07:00,71.9,2.7325636275563525,33.017933653398565,WATCH,302.8,310.8,1402.0,50.5,30.0
L51749,L,2026-01-04 04:10:00,82.2,0.5221709836169646,20.89406348231489,NORMAL,302.8,310.9,1636.0,35.0,38.0
L51750,L,2026-01-04 04:11:00,0.4,99.6433763933828,35.84733043345389,CRITICAL,302.8,310.9,1312.0,52.2,40.0
L51751,L,2026-01-04 04:12:00,69.9,0.40264740448372055,35.4261212589148,WATCH,302.8,310.9,1708.0,29.8,42.0
L51757,L,2026-01-04 04:18:00,67.3,0.48556359181987935,38.43332148565349,WATCH,303.0,311.2,1800.0,23.7,61.0
L51758,L,2026-01-04 04:19:00,77.0,0.2966967693314853,27.087156148195636,NORMAL,303.0,311.2,1641.0,32.6,63.0
L51759,L,2026-01-04 04:20:00,0.4,99.61381772870887,28.210377108439737,CRITICAL,303.0,311.2,1374.0,48.2,65.0
L51760,L,2026-01-04 04:21:00,78.5,0.5128255307281432,25.29096077695245,NORMAL,303.0,311.2,1494.0,37.0,67.0
L51761,L,2026-01-04 04:22:00,75.9,0.3316022820883111,28.32996820839153,NORMAL,303.0,311.2,1601.0,32.9,69.0
L51762,L,2026-01-04 04:23:00,74.9,0.4421644836602628,29.495336831892498,WATCH,302.9,311.2,1634.0,36.9,71.0
L51764,L,2026-01-04 04:25:00,80.6,0.18027713152198158,22.84343226132024,NORMAL,302.8,311.1,1550.0,32.3,76.0
L51765,L,2026-01-04 04:26:00,72.9,0.34342076415043515,31.85952368451337,WATCH,302.8,311.1,1563.0,32.2,78.0
L51766,L,2026-01-04 04:27:00,69.3,2.9558641522696982,36.144431085023,WATCH,302.7,310.9,1395.0,48.3,80.0
L51768,L,2026-01-04 04:29:00,79.6,0.2519168614734188,24.047203579222813,NORMAL,302.8,311.0,1564.0,38.5,85.0
L51769,L,2026-01-04 04:30:00,74.5,0.559210927737549,29.942268851138692,WATCH,302.8,311.1,1721.0,30.0,87.0
L51770,L,2026-01-04 04:31:00,68.9,0.6299239581392401,36.64455707512483,WATCH,302.8,311.1,1456.0,36.1,89.0
L51772,L,2026-01-04 04:33:00,71.5,0.38341712577237436,33.56237170945846,WATCH,302.9,311.1,1555.0,33.9,96.0
L51773,L,2026-01-04 04:34:00,65.7,2.6702224308530624,40.298285354666206,WATCH,303.0,311.2,1409.0,41.9,98.0
L51776,L,2026-01-04 04:37:00,0.4,99.62365099199246,56.942447103718955,CRITICAL,303.0,311.2,1361.0,47.6,106.0
L51778,L,2026-01-04 04:39:00,77.5,6.60117256192467,26.453331405594767,NORMAL,303.1,311.2,1399.0,49.2,111.0
L51779,L,2026-01-04 04:40:00,66.7,3.1565548939747585,39.12129075786325,WATCH,303.1,311.1,1420.0,55.8,113.0
L51780,L,2026-01-04 04:41:00,0.4,99.58387620473793,31.38315924632682,CRITICAL,303.0,311.0,1359.0,44.2,115.0
L51784,L,2026-01-04 04:45:00,49.6,0.30550839193035334,59.27320528872474,WARNING,302.9,311.0,1820.0,24.6,128.0
L51786,L,2026-01-04 04:47:00,61.7,0.5929259869618629,45.012961249357566,WATCH,302.9,311.1,1556.0,45.3,135.0
L51787,L,2026-01-04 04:48:00,42.5,0.5098367448320252,67.59288479237287,WARNING,303.0,311.1,1980.0,20.2,137.0
L51789,L,2026-01-04 04:50:00,66.0,0.27357603813222486,39.999999679625404,WATCH,303.0,311.2,1456.0,44.0,142.0
L51790,L,2026-01-04 04:51:00,65.9,9.058977716727941,40.170550992898995,WATCH,303.1,311.2,1394.0,45.3,144.0
L51791,L,2026-01-04 04:52:00,0.5,99.52759999146491,53.46385931701953,CRITICAL,303.0,311.3,1365.0,56.2,146.0
L51792,L,2026-01-04 04:53:00,41.1,0.7483549755169394,69.34793906411437,WARNING,303.0,311.3,2194.0,16.5,148.0
L51793,L,2026-01-04 04:54:00,49.6,3.342621232706401,59.25808654227489,WARNING,303.1,311.3,1403.0,55.6,150.0
L51795,L,2026-01-04 04:56:00,64.1,1.3527493841723426,42.24956655249805,WATCH,303.0,311.3,1793.0,29.3,157.0
L51796,L,2026-01-04 04:57:00,39.2,1.3003609372309006,71.52621595890703,WARNING,303.1,311.4,1829.0,24.5,159.0
L51800,L,2026-01-04 05:01:00,0.4,99.55673260871355,83.97620363265386,CRITICAL,303.1,311.3,1336.0,52.6,172.0
L51801,L,2026-01-04 05:02:00,0.4,99.59131805462981,83.66491607521687,CRITICAL,303.0,311.2,1341.0,51.0,174.0
L51803,L,2026-01-04 05:04:00,60.4,1.4954201028355214,46.638120010537016,WATCH,303.0,311.1,1525.0,40.7,179.0
L51805,L,2026-01-04 05:06:00,57.1,0.871418204863829,50.434067969290616,WATCH,303.0,311.2,1511.0,45.7,184.0
L51806,L,2026-01-04 05:07:00,52.3,2.535756591851385,56.091577798989235,WATCH,303.0,311.2,1664.0,29.8,186.0
L51809,L,2026-01-04 05:10:00,57.6,1.7247480388372316,49.88210585447498,WATCH,303.0,311.2,1735.0,26.1,194.0
L51810,L,2026-01-04 05:11:00,49.0,1.7247480388372316,59.977613714562736,WARNING,302.9,311.2,1751.0,23.8,196.0
L51811,L,2026-01-04 05:12:00,48.4,51.57395682180126,39.31558726938119,WARNING,303.0,311.2,1383.0,44.6,198.0
L51813,L,2026-01-04 05:14:00,46.8,53.248363989685764,50.3075768309018,WARNING,303.0,311.2,1382.0,50.5,203.0
L51814,L,2026-01-04 05:15:00,70.7,4.044175384098724,34.459784490712714,WATCH,303.0,311.2,1755.0,30.4,205.0
L51816,L,2026-01-04 05:17:00,74.7,9.265695618520125,29.772769805652,WATCH,303.0,311.3,1466.0,43.0,210.0
L51818,L,2026-01-04 05:19:00,71.4,22.532611794195507,33.62704121772414,WATCH,303.1,311.3,1474.0,34.8,215.0
L51819,L,2026-01-04 05:20:00,64.2,6.61197588845141,42.17472576057507,WATCH,303.1,311.3,1657.0,31.8,217.0
L51820,L,2026-01-04 05:21:00,67.7,13.479201715543008,38.00320358934296,WATCH,303.1,311.2,1435.0,40.1,219.0
L51822,L,2026-01-04 05:23:00,0.2,99.84853653802442,76.36529093271713,CRITICAL,303.2,311.4,1238.0,54.6,226.0
L51823,L,2026-01-04 05:24:00,0.2,99.84321049665269,66.80919765755404,CRITICAL,303.2,311.4,1324.0,54.2,228.0
L51824,L,2026-01-04 05:25:00,67.6,30.049920349330193,38.08696984458579,WATCH,303.2,311.4,1514.0,41.2,230.0
L51825,L,2026-01-04 05:26:00,58.2,41.794993915223166,46.159149142677045,WATCH,303.3,311.4,1732.0,25.6,232.0
L51826,L,2026-01-04 05:27:00,5.2,94.83637129464016,41.73379682873634,CRITICAL,303.3,311.4,1497.0,46.0,234.0
L51827,L,2026-01-04 05:28:00,28.7,0.5633622871833702,83.90570730725544,WARNING,303.3,311.4,1958.0,21.5,0.0
L51828,L,2026-01-04 05:29:00,52.7,0.2288292751462626,55.62651069941889,WATCH,303.3,311.4,1630.0,32.5,2.0
L51830,L,2026-01-04 05:31:00,61.9,0.45907645779940603,44.802393046816185,WATCH,303.3,311.4,1658.0,30.5,7.0
L51831,L,2026-01-04 05:32:00,0.4,99.57208954039602,46.766280987909475,CRITICAL,303.2,311.4,1349.0,51.1,9.0
L51832,L,2026-01-04 05:33:00,41.3,0.1866150505886868,69.012058025209,WARNING,303.1,311.2,1452.0,52.9,11.0
L51835,L,2026-01-04 05:36:00,38.7,0.13243221954297565,72.11376245677353,WARNING,303.1,311.1,1854.0,22.6,19.0
L51836,L,2026-01-04 05:37:00,60.8,0.17264315341705797,46.143133497811455,WATCH,303.1,311.2,1626.0,32.3,21.0
L51837,L,2026-01-04 05:38:00,69.3,0.3783827959164836,36.162723699269286,WATCH,303.1,311.2,1628.0,35.2,23.0
L51838,L,2026-01-04 05:39:00,69.1,0.479245392344302,36.34611052624126,WATCH,303.1,311.2,1679.0,34.8,25.0
L51840,L,2026-01-04 05:41:00,66.3,0.844781771510514,39.63290289649431,WATCH,303.2,311.2,1439.0,43.9,30.0
L51841,L,2026-01-04 05:42:00,0.4,99.58897514822439,43.85388121764867,CRITICAL,303.3,311.3,1350.0,48.1,32.0
L51843,L,2026-01-04 05:44:00,64.3,1.2153638509193143,42.01014482307166,WATCH,303.3,311.3,1389.0,53.9,39.0
L51850,L,2026-01-04 05:51:00,82.0,0.32042019810412203,21.14705145328214,NORMAL,303.2,311.4,1610.0,35.5,63.0
L51851,L,2026-01-04 05:52:00,82.2,0.22887932916799322,20.978113247469526,NORMAL,303.3,311.4,1511.0,43.4,65.0
L51852,L,2026-01-04 05:53:00,55.9,1.3860263563723083,51.84036341226174,WATCH,303.3,311.5,1412.0,55.6,67.0
L51853,L,2026-01-04 05:54:00,76.4,0.26696937927929915,27.7401518732969,NORMAL,303.4,311.5,1501.0,36.2,69.0
L51854,L,2026-01-04 05:55:00,77.3,2.5057378134500716,26.76413141934464,NORMAL,303.4,311.5,1414.0,44.8,71.0
L51856,L,2026-01-04 05:57:00,57.1,0.5117204376557208,50.508948555344446,WATCH,303.4,311.5,1879.0,21.3,78.0
L51859,L,2026-01-04 06:00:00,68.6,0.9260671993960474,36.915465430768116,WATCH,303.6,311.8,1695.0,30.7,90.0
L51860,L,2026-01-04 06:01:00,79.6,0.3769667154323443,23.958207373003578,NORMAL,303.6,311.7,1491.0,39.8,92.0
L51862,L,2026-01-04 06:03:00,75.1,0.3456938126718688,29.32696545127668,NORMAL,303.6,311.8,1567.0,31.7,97.0
L51863,L,2026-01-04 06:04:00,74.1,0.5684294563467301,30.450827307178564,WATCH,303.6,311.8,1736.0,32.9,99.0
L51867,L,2026-01-04 06:08:00,24.2,0.21119733485130593,89.13369829456667,CRITICAL,303.5,311.6,2183.0,17.0,110.0
L51868,L,2026-01-04 06:09:00,60.5,0.6244735548336348,46.48937240286085,WATCH,303.5,311.6,1577.0,38.1,112.0
